DateTime,State,Fuel Type,Supply
04/01/2025 00:00,VIC,Hydro,51573.712
04/01/2025 00:00,VIC,Solar,47399.336
04/01/2025 00:00,VIC,Wind,217335.036
11/01/2025 00:00,NSW,Battery,1437.074
11/01/2025 00:00,NSW,Biomass,1042.656
11/01/2025 00:00,NSW,Black coal,859373.263
11/01/2025 00:00,NSW,Gas,25581.958
11/01/2025 00:00,NSW,Hydro,40828.352
11/01/2025 00:00,NSW,Liquid Fuel,44.533
11/01/2025 00:00,NSW,Solar,206388.302
11/01/2025 00:00,NSW,Wind,153752.776
11/01/2025 00:00,QLD,Battery,4901.429
11/01/2025 00:00,QLD,Biomass,3692.917
11/01/2025 00:00,QLD,Black coal,852164.723
11/01/2025 00:00,QLD,Gas,86986.562
11/01/2025 00:00,QLD,Hydro,30055.906
11/01/2025 00:00,QLD,Liquid Fuel,1204.817
11/01/2025 00:00,QLD,Solar,160914.401
11/01/2025 00:00,QLD,Wind,43018.289
11/01/2025 00:00,SA,Battery,3529.239
11/01/2025 00:00,SA,Gas,53108.08
11/01/2025 00:00,SA,Liquid Fuel,39.042
11/01/2025 00:00,SA,Solar,25629.42
11/01/2025 00:00,SA,Wind,114428.57
11/01/2025 00:00,TAS,Gas,748.457
11/01/2025 00:00,TAS,Hydro,90032.715
11/01/2025 00:00,TAS,Wind,28859.276
11/01/2025 00:00,VIC,Battery,5689.786
11/01/2025 00:00,VIC,Brown coal,524377.779
11/01/2025 00:00,VIC,Gas,9333.775
11/01/2025 00:00,VIC,Hydro,37738.47
11/01/2025 00:00,VIC,Solar,56106.659
11/01/2025 00:00,VIC,Wind,211826.14
18/01/2025 00:00,NSW,Battery,2097.622
18/01/2025 00:00,NSW,Biomass,3213.5
18/01/2025 00:00,NSW,Black coal,842841.206
18/01/2025 00:00,NSW,Gas,26703.104
18/01/2025 00:00,NSW,Hydro,37559.566
18/01/2025 00:00,NSW,Liquid Fuel,13.117
18/01/2025 00:00,NSW,Solar,214414.427
18/01/2025 00:00,NSW,Wind,122199.924
18/01/2025 00:00,QLD,Battery,4493.006
18/01/2025 00:00,QLD,Biomass,0
18/01/2025 00:00,QLD,Black coal,864100.381
18/01/2025 00:00,QLD,Gas,93679.962
18/01/2025 00:00,QLD,Hydro,26127.559
18/01/2025 00:00,QLD,Liquid Fuel,2855.642
18/01/2025 00:00,QLD,Solar,149774.837
18/01/2025 00:00,QLD,Wind,57715.605
18/01/2025 00:00,SA,Battery,4019.639
18/01/2025 00:00,SA,Gas,48234.99
18/01/2025 00:00,SA,Liquid Fuel,580.075
18/01/2025 00:00,SA,Solar,20827.213
18/01/2025 00:00,SA,Wind,110685.403
18/01/2025 00:00,TAS,Gas,1077.506
18/01/2025 00:00,TAS,Hydro,90552.912
18/01/2025 00:00,TAS,Wind,25660.003
18/01/2025 00:00,VIC,Battery,5556.638
18/01/2025 00:00,VIC,Brown coal,610290.609
18/01/2025 00:00,VIC,Gas,8095.016
18/01/2025 00:00,VIC,Hydro,43257.532
18/01/2025 00:00,VIC,Solar,56473.779
18/01/2025 00:00,VIC,Wind,185520.412
25/01/2025 00:00,NSW,Battery,3298.175
25/01/2025 00:00,NSW,Biomass,3623.475
25/01/2025 00:00,NSW,Black coal,835097.685
25/01/2025 00:00,NSW,Gas,17432.343
25/01/2025 00:00,NSW,Hydro,34331.576
25/01/2025 00:00,NSW,Liquid Fuel,0.583
25/01/2025 00:00,NSW,Solar,224400.594
25/01/2025 00:00,NSW,Wind,194644.582
25/01/2025 00:00,QLD,Battery,4135.675
25/01/2025 00:00,QLD,Biomass,40.65
25/01/2025 00:00,QLD,Black coal,859671.453
25/01/2025 00:00,QLD,Gas,81519.387
25/01/2025 00:00,QLD,Hydro,27525.275
25/01/2025 00:00,QLD,Liquid Fuel,0
25/01/2025 00:00,QLD,Solar,147012.056
25/01/2025 00:00,QLD,Wind,63676.006
25/01/2025 00:00,SA,Battery,3498.183
25/01/2025 00:00,SA,Gas,25169.175
25/01/2025 00:00,SA,Liquid Fuel,632.874
25/01/2025 00:00,SA,Solar,15768.076
25/01/2025 00:00,SA,Wind,144142.286
25/01/2025 00:00,TAS,Gas,359.003
25/01/2025 00:00,TAS,Hydro,79773.374
25/01/2025 00:00,TAS,Wind,27086.663
25/01/2025 00:00,VIC,Battery,5876.553
25/01/2025 00:00,VIC,Brown coal,581882.271
25/01/2025 00:00,VIC,Gas,5960.658
25/01/2025 00:00,VIC,Hydro,31802.623
25/01/2025 00:00,VIC,Solar,61037.582
25/01/2025 00:00,VIC,Wind,232547.649
01/02/2025 00:00,NSW,Battery,2959.831
01/02/2025 00:00,NSW,Biomass,2698.447
01/02/2025 00:00,NSW,Black coal,863178.933
01/02/2025 00:00,NSW,Gas,41897.274
01/02/2025 00:00,NSW,Hydro,64363.824
01/02/2025 00:00,NSW,Liquid Fuel,15.267
01/02/2025 00:00,NSW,Solar,212234.365
01/02/2025 00:00,NSW,Wind,111662.751
01/02/2025 00:00,QLD,Battery,4082.659
01/02/2025 00:00,QLD,Biomass,2933.017
01/02/2025 00:00,QLD,Black coal,899767.659
01/02/2025 00:00,QLD,Gas,125366.586
01/02/2025 00:00,QLD,Hydro,24583.899
01/02/2025 00:00,QLD,Liquid Fuel,1070.061
01/02/2025 00:00,QLD,Solar,106859.82
01/02/2025 00:00,QLD,Wind,52494.175
01/02/2025 00:00,SA,Battery,4238.716
01/02/2025 00:00,SA,Gas,66370.911
01/02/2025 00:00,SA,Liquid Fuel,1505.93
01/02/2025 00:00,SA,Solar,26620.815
01/02/2025 00:00,SA,Wind,133281.928
01/02/2025 00:00,TAS,Gas,2838.81
01/02/2025 00:00,TAS,Hydro,98767.138
01/02/2025 00:00,TAS,Wind,32652.007
01/02/2025 00:00,VIC,Battery,5959.055
01/02/2025 00:00,VIC,Brown coal,619773.219
01/02/2025 00:00,VIC,Gas,40376.177
01/02/2025 00:00,VIC,Hydro,56072.058
01/02/2025 00:00,VIC,Solar,59637.863
01/02/2025 00:00,VIC,Wind,271339.184
08/02/2025 00:00,NSW,Battery,2396.57
08/02/2025 00:00,NSW,Biomass,2949.224
08/02/2025 00:00,NSW,Black coal,889882.365
08/02/2025 00:00,NSW,Gas,21901.383
08/02/2025 00:00,NSW,Hydro,44037.621
08/02/2025 00:00,NSW,Liquid Fuel,2.333
08/02/2025 00:00,NSW,Solar,184621.227
08/02/2025 00:00,NSW,Wind,136724.367
08/02/2025 00:00,QLD,Battery,4249.35
08/02/2025 00:00,QLD,Biomass,0
08/02/2025 00:00,QLD,Black coal,902330.986
08/02/2025 00:00,QLD,Gas,87647.252
08/02/2025 00:00,QLD,Hydro,25413.071
08/02/2025 00:00,QLD,Liquid Fuel,0
08/02/2025 00:00,QLD,Solar,137354.591
08/02/2025 00:00,QLD,Wind,56570.516
08/02/2025 00:00,SA,Battery,4528.711
08/02/2025 00:00,SA,Gas,46437.572
08/02/2025 00:00,SA,Liquid Fuel,773.068
08/02/2025 00:00,SA,Solar,18752.912
08/02/2025 00:00,SA,Wind,152887.437
08/02/2025 00:00,TAS,Gas,832.475
08/02/2025 00:00,TAS,Hydro,80431.851
08/02/2025 00:00,TAS,Wind,41255.709
08/02/2025 00:00,VIC,Battery,4760.219
08/02/2025 00:00,VIC,Brown coal,513614.458
08/02/2025 00:00,VIC,Gas,16250.561
08/02/2025 00:00,VIC,Hydro,42014.348
08/02/2025 00:00,VIC,Solar,59872.777
08/02/2025 00:00,VIC,Wind,334542.101
15/02/2025 00:00,NSW,Battery,2548.084
15/02/2025 00:00,NSW,Biomass,3802.663
15/02/2025 00:00,NSW,Black coal,773615.339
15/02/2025 00:00,NSW,Gas,7979.425
15/02/2025 00:00,NSW,Hydro,31217.075
15/02/2025 00:00,NSW,Liquid Fuel,0
15/02/2025 00:00,NSW,Solar,208723.136
15/02/2025 00:00,NSW,Wind,118599.931
15/02/2025 00:00,QLD,Battery,3807.118
15/02/2025 00:00,QLD,Biomass,0
15/02/2025 00:00,QLD,Black coal,824401.284
15/02/2025 00:00,QLD,Gas,64209.097
15/02/2025 00:00,QLD,Hydro,31830.886
15/02/2025 00:00,QLD,Liquid Fuel,0
15/02/2025 00:00,QLD,Solar,143557.965
15/02/2025 00:00,QLD,Wind,78880.456
15/02/2025 00:00,SA,Battery,4522.511
15/02/2025 00:00,SA,Gas,29978.228
15/02/2025 00:00,SA,Liquid Fuel,489.372
15/02/2025 00:00,SA,Solar,14369.872
15/02/2025 00:00,SA,Wind,125233.245
15/02/2025 00:00,TAS,Gas,611.828
15/02/2025 00:00,TAS,Hydro,98645.37
15/02/2025 00:00,TAS,Wind,24596.878
15/02/2025 00:00,VIC,Battery,5963.843
15/02/2025 00:00,VIC,Brown coal,518978.797
15/02/2025 00:00,VIC,Gas,7033.237
15/02/2025 00:00,VIC,Hydro,44246.391
15/02/2025 00:00,VIC,Solar,66161.459
15/02/2025 00:00,VIC,Wind,227417.753
22/02/2025 00:00,NSW,Battery,2519.054
22/02/2025 00:00,NSW,Biomass,4342.431
22/02/2025 00:00,NSW,Black coal,902480.453
22/02/2025 00:00,NSW,Gas,18238.031
22/02/2025 00:00,NSW,Hydro,37187.505
22/02/2025 00:00,NSW,Liquid Fuel,0
22/02/2025 00:00,NSW,Solar,209470.436
22/02/2025 00:00,NSW,Wind,122734.143
22/02/2025 00:00,QLD,Battery,4891.832
22/02/2025 00:00,QLD,Biomass,0
22/02/2025 00:00,QLD,Black coal,842465.315
22/02/2025 00:00,QLD,Gas,85815.057
22/02/2025 00:00,QLD,Hydro,29961.723
22/02/2025 00:00,QLD,Liquid Fuel,0
22/02/2025 00:00,QLD,Solar,173224.648
22/02/2025 00:00,QLD,Wind,74007.442
22/02/2025 00:00,SA,Battery,3877.641
22/02/2025 00:00,SA,Gas,62332.331
22/02/2025 00:00,SA,Liquid Fuel,898.008
22/02/2025 00:00,SA,Solar,24135.159
22/02/2025 00:00,SA,Wind,93147.05
22/02/2025 00:00,TAS,Gas,1437.662
22/02/2025 00:00,TAS,Hydro,104413.68
22/02/2025 00:00,TAS,Wind,37201.948
22/02/2025 00:00,VIC,Battery,5776.528
22/02/2025 00:00,VIC,Brown coal,574487.542
22/02/2025 00:00,VIC,Gas,8845.417
22/02/2025 00:00,VIC,Hydro,64170.608
22/02/2025 00:00,VIC,Solar,64646.109
22/02/2025 00:00,VIC,Wind,183864.83
01/03/2025 00:00,NSW,Battery,2795.553
01/03/2025 00:00,NSW,Biomass,3398.856
01/03/2025 00:00,NSW,Black coal,744566.074
01/03/2025 00:00,NSW,Gas,7925.056
01/03/2025 00:00,NSW,Hydro,37828.302
01/03/2025 00:00,NSW,Liquid Fuel,5.6
01/03/2025 00:00,NSW,Solar,213912.524
01/03/2025 00:00,NSW,Wind,237044.129
01/03/2025 00:00,QLD,Battery,4462.195
01/03/2025 00:00,QLD,Biomass,279.992
01/03/2025 00:00,QLD,Black coal,852837.518
01/03/2025 00:00,QLD,Gas,75302.271
01/03/2025 00:00,QLD,Hydro,27167.16
01/03/2025 00:00,QLD,Liquid Fuel,0
01/03/2025 00:00,QLD,Solar,154156.491
01/03/2025 00:00,QLD,Wind,63114.286
01/03/2025 00:00,SA,Battery,4363.258
01/03/2025 00:00,SA,Gas,31600.908
01/03/2025 00:00,SA,Liquid Fuel,102.002
01/03/2025 00:00,SA,Solar,15829.275
01/03/2025 00:00,SA,Wind,145511.028
01/03/2025 00:00,TAS,Gas,2952.271
01/03/2025 00:00,TAS,Hydro,91622.589
01/03/2025 00:00,TAS,Wind,26210.137
01/03/2025 00:00,VIC,Battery,5593.168
01/03/2025 00:00,VIC,Brown coal,601756.716
01/03/2025 00:00,VIC,Gas,2958.671
01/03/2025 00:00,VIC,Hydro,28647.597
01/03/2025 00:00,VIC,Solar,65044.572
01/03/2025 00:00,VIC,Wind,233480.84
08/03/2025 00:00,NSW,Battery,3192.765
08/03/2025 00:00,NSW,Biomass,3615.395
08/03/2025 00:00,NSW,Black coal,926309.803
08/03/2025 00:00,NSW,Gas,19787.211
08/03/2025 00:00,NSW,Hydro,51771.022
08/03/2025 00:00,NSW,Liquid Fuel,8.383
08/03/2025 00:00,NSW,Solar,179036.893
08/03/2025 00:00,NSW,Wind,122016.135
08/03/2025 00:00,QLD,Battery,4272.783
08/03/2025 00:00,QLD,Biomass,315.225
08/03/2025 00:00,QLD,Black coal,894147.782
08/03/2025 00:00,QLD,Gas,69086.428
08/03/2025 00:00,QLD,Hydro,26436.908
08/03/2025 00:00,QLD,Liquid Fuel,0
08/03/2025 00:00,QLD,Solar,119479.907
08/03/2025 00:00,QLD,Wind,81474.018
08/03/2025 00:00,SA,Battery,4235.341
08/03/2025 00:00,SA,Gas,84468.235
08/03/2025 00:00,SA,Liquid Fuel,1464.776
08/03/2025 00:00,SA,Solar,28564.568
08/03/2025 00:00,SA,Wind,96821.894
08/03/2025 00:00,TAS,Gas,1890.836
08/03/2025 00:00,TAS,Hydro,117699.05
08/03/2025 00:00,TAS,Wind,29678.938
08/03/2025 00:00,VIC,Battery,5421.271
08/03/2025 00:00,VIC,Brown coal,733740.784
08/03/2025 00:00,VIC,Gas,23020.461
08/03/2025 00:00,VIC,Hydro,60435.169
08/03/2025 00:00,VIC,Solar,59967.871
08/03/2025 00:00,VIC,Wind,172265.687
15/03/2025 00:00,NSW,Battery,2869.309
15/03/2025 00:00,NSW,Biomass,3727.293
15/03/2025 00:00,NSW,Black coal,898385.594
15/03/2025 00:00,NSW,Gas,15732.529
15/03/2025 00:00,NSW,Hydro,38322.163
15/03/2025 00:00,NSW,Liquid Fuel,1.7
15/03/2025 00:00,NSW,Solar,140842.464
15/03/2025 00:00,NSW,Wind,139836.726
15/03/2025 00:00,QLD,Battery,4714.945
15/03/2025 00:00,QLD,Biomass,1457.283
15/03/2025 00:00,QLD,Black coal,905028.547
15/03/2025 00:00,QLD,Gas,76899.297
15/03/2025 00:00,QLD,Hydro,27551.284
15/03/2025 00:00,QLD,Liquid Fuel,0
15/03/2025 00:00,QLD,Solar,114704.527
15/03/2025 00:00,QLD,Wind,60581.136
15/03/2025 00:00,SA,Battery,5907.259
15/03/2025 00:00,SA,Gas,50773.309
15/03/2025 00:00,SA,Liquid Fuel,213.159
15/03/2025 00:00,SA,Solar,18355.161
15/03/2025 00:00,SA,Wind,106109.358
15/03/2025 00:00,TAS,Gas,978.731
15/03/2025 00:00,TAS,Hydro,110038.759
15/03/2025 00:00,TAS,Wind,31997.326
15/03/2025 00:00,VIC,Battery,5328.273
15/03/2025 00:00,VIC,Brown coal,606594.552
15/03/2025 00:00,VIC,Gas,12384.362
15/03/2025 00:00,VIC,Hydro,58411.889
15/03/2025 00:00,VIC,Solar,39553.873
15/03/2025 00:00,VIC,Wind,188936.947
22/03/2025 00:00,NSW,Battery,2170.603
22/03/2025 00:00,NSW,Biomass,1187.599
22/03/2025 00:00,NSW,Black coal,956643.077
22/03/2025 00:00,NSW,Gas,7110.834
22/03/2025 00:00,NSW,Hydro,11495.918
22/03/2025 00:00,NSW,Liquid Fuel,3.233
22/03/2025 00:00,NSW,Solar,103450.513
22/03/2025 00:00,NSW,Wind,174605.165
22/03/2025 00:00,QLD,Battery,4369.751
22/03/2025 00:00,QLD,Biomass,1532.683
22/03/2025 00:00,QLD,Black coal,945672.926
22/03/2025 00:00,QLD,Gas,57973.02
22/03/2025 00:00,QLD,Hydro,19546.08
22/03/2025 00:00,QLD,Liquid Fuel,10.483
22/03/2025 00:00,QLD,Solar,58306.553
22/03/2025 00:00,QLD,Wind,88192.727
22/03/2025 00:00,SA,Battery,3195.242
22/03/2025 00:00,SA,Gas,35043.791
22/03/2025 00:00,SA,Liquid Fuel,24.322
22/03/2025 00:00,SA,Solar,19111.121
22/03/2025 00:00,SA,Wind,164929.035
22/03/2025 00:00,TAS,Gas,2101.72
22/03/2025 00:00,TAS,Hydro,115039.798
22/03/2025 00:00,TAS,Wind,13734.832
22/03/2025 00:00,VIC,Battery,4475.236
22/03/2025 00:00,VIC,Brown coal,568873.221
22/03/2025 00:00,VIC,Gas,3051.885
22/03/2025 00:00,VIC,Hydro,61577.194
22/03/2025 00:00,VIC,Solar,47595.371
22/03/2025 00:00,VIC,Wind,187571.23
29/03/2025 00:00,NSW,Battery,3732.798
29/03/2025 00:00,NSW,Biomass,1236.433
29/03/2025 00:00,NSW,Black coal,780953.197
29/03/2025 00:00,NSW,Gas,25944.587
29/03/2025 00:00,NSW,Hydro,29725.994
29/03/2025 00:00,NSW,Liquid Fuel,0.208
29/03/2025 00:00,NSW,Solar,139097.346
29/03/2025 00:00,NSW,Wind,130624.444
29/03/2025 00:00,QLD,Battery,7598.604
29/03/2025 00:00,QLD,Biomass,0
29/03/2025 00:00,QLD,Black coal,900248.574
29/03/2025 00:00,QLD,Gas,72638.46
29/03/2025 00:00,QLD,Hydro,21815.399
29/03/2025 00:00,QLD,Liquid Fuel,0
29/03/2025 00:00,QLD,Solar,91779.12
29/03/2025 00:00,QLD,Wind,50655.52
29/03/2025 00:00,SA,Battery,5163.929
29/03/2025 00:00,SA,Gas,32600.643
29/03/2025 00:00,SA,Liquid Fuel,280.042
29/03/2025 00:00,SA,Solar,18267.007
29/03/2025 00:00,SA,Wind,116906.412
29/03/2025 00:00,TAS,Gas,2486.197
29/03/2025 00:00,TAS,Hydro,111480.254
29/03/2025 00:00,TAS,Wind,27213.993
29/03/2025 00:00,VIC,Battery,6434.684
29/03/2025 00:00,VIC,Brown coal,533858.198
29/03/2025 00:00,VIC,Gas,1326.429
29/03/2025 00:00,VIC,Hydro,46510.357
29/03/2025 00:00,VIC,Solar,43417.66
29/03/2025 00:00,VIC,Wind,275968.77
05/04/2025 00:00,NSW,Battery,3758.965
05/04/2025 00:00,NSW,Biomass,582.022
05/04/2025 00:00,NSW,Black coal,689474.671
05/04/2025 00:00,NSW,Gas,60579.06
05/04/2025 00:00,NSW,Hydro,46238.05
05/04/2025 00:00,NSW,Liquid Fuel,52.408
05/04/2025 00:00,NSW,Solar,151413.515
05/04/2025 00:00,NSW,Wind,118860.488
05/04/2025 00:00,QLD,Battery,8343.074
05/04/2025 00:00,QLD,Biomass,0.592
05/04/2025 00:00,QLD,Black coal,808288.178
05/04/2025 00:00,QLD,Gas,70542.568
05/04/2025 00:00,QLD,Hydro,29576.681
05/04/2025 00:00,QLD,Liquid Fuel,0
05/04/2025 00:00,QLD,Solar,139522.78
05/04/2025 00:00,QLD,Wind,85990.776
05/04/2025 00:00,SA,Battery,5227.324
05/04/2025 00:00,SA,Gas,71129.307
05/04/2025 00:00,SA,Liquid Fuel,1298.153
05/04/2025 00:00,SA,Solar,20687.554
05/04/2025 00:00,SA,Wind,78425.716
05/04/2025 00:00,TAS,Gas,909.356
05/04/2025 00:00,TAS,Hydro,124640.701
05/04/2025 00:00,TAS,Wind,33896.395
05/04/2025 00:00,VIC,Battery,6104.895
05/04/2025 00:00,VIC,Brown coal,624566.393
05/04/2025 00:00,VIC,Gas,5271.596
05/04/2025 00:00,VIC,Hydro,64230.946
05/04/2025 00:00,VIC,Solar,39272.798
05/04/2025 00:00,VIC,Wind,139012.681
12/04/2025 00:00,NSW,Battery,4240.296
12/04/2025 00:00,NSW,Biomass,1157.231
12/04/2025 00:00,NSW,Black coal,639407.663
12/04/2025 00:00,NSW,Gas,51452.292
12/04/2025 00:00,NSW,Hydro,55885.002
12/04/2025 00:00,NSW,Liquid Fuel,0
12/04/2025 00:00,NSW,Solar,157713.341
12/04/2025 00:00,NSW,Wind,87425.745
12/04/2025 00:00,QLD,Battery,6087.928
12/04/2025 00:00,QLD,Biomass,0
12/04/2025 00:00,QLD,Black coal,793038.863
12/04/2025 00:00,QLD,Gas,62689.743
12/04/2025 00:00,QLD,Hydro,29367.279
12/04/2025 00:00,QLD,Liquid Fuel,0
12/04/2025 00:00,QLD,Solar,133577.679
12/04/2025 00:00,QLD,Wind,68398.414
12/04/2025 00:00,SA,Battery,5303.941
12/04/2025 00:00,SA,Gas,73267.803
12/04/2025 00:00,SA,Liquid Fuel,885.679
12/04/2025 00:00,SA,Solar,17364.122
12/04/2025 00:00,SA,Wind,84972.391
12/04/2025 00:00,TAS,Gas,3508.646
12/04/2025 00:00,TAS,Hydro,124129.524
12/04/2025 00:00,TAS,Wind,27830.47
12/04/2025 00:00,VIC,Battery,6457.596
12/04/2025 00:00,VIC,Brown coal,670086.24
12/04/2025 00:00,VIC,Gas,12165.846
12/04/2025 00:00,VIC,Hydro,43127.54
12/04/2025 00:00,VIC,Solar,42864.2
12/04/2025 00:00,VIC,Wind,193394.933
19/04/2025 00:00,NSW,Battery,3347.581
19/04/2025 00:00,NSW,Biomass,3334.207
19/04/2025 00:00,NSW,Black coal,729739.898
19/04/2025 00:00,NSW,Gas,34850.562
19/04/2025 00:00,NSW,Hydro,34276.639
19/04/2025 00:00,NSW,Liquid Fuel,0
19/04/2025 00:00,NSW,Solar,129217.882
19/04/2025 00:00,NSW,Wind,148452.317
19/04/2025 00:00,QLD,Battery,5396.573
19/04/2025 00:00,QLD,Biomass,0
19/04/2025 00:00,QLD,Black coal,779385.38
19/04/2025 00:00,QLD,Gas,49582.711
19/04/2025 00:00,QLD,Hydro,27890.357
19/04/2025 00:00,QLD,Liquid Fuel,0
19/04/2025 00:00,QLD,Solar,123787.798
19/04/2025 00:00,QLD,Wind,47489.317
19/04/2025 00:00,SA,Battery,4865.72
19/04/2025 00:00,SA,Gas,39617.034
19/04/2025 00:00,SA,Liquid Fuel,157.034
19/04/2025 00:00,SA,Solar,15459.879
19/04/2025 00:00,SA,Wind,119468.46
19/04/2025 00:00,TAS,Gas,2555.688
19/04/2025 00:00,TAS,Hydro,100763.214
19/04/2025 00:00,TAS,Wind,17620.31
19/04/2025 00:00,VIC,Battery,5839.981
19/04/2025 00:00,VIC,Brown coal,631112.573
19/04/2025 00:00,VIC,Gas,46.167
19/04/2025 00:00,VIC,Hydro,34456.628
19/04/2025 00:00,VIC,Solar,34316.764
19/04/2025 00:00,VIC,Wind,235045.952
26/04/2025 00:00,NSW,Battery,3433.838
26/04/2025 00:00,NSW,Biomass,1754.488
26/04/2025 00:00,NSW,Black coal,852423.905
26/04/2025 00:00,NSW,Gas,28684.737
26/04/2025 00:00,NSW,Hydro,39545.242
26/04/2025 00:00,NSW,Liquid Fuel,0
26/04/2025 00:00,NSW,Solar,138343.787
26/04/2025 00:00,NSW,Wind,118330.568
26/04/2025 00:00,QLD,Battery,6162.75
26/04/2025 00:00,QLD,Biomass,0
26/04/2025 00:00,QLD,Black coal,782778.921
26/04/2025 00:00,QLD,Gas,64965.972
26/04/2025 00:00,QLD,Hydro,29156.382
26/04/2025 00:00,QLD,Liquid Fuel,0
26/04/2025 00:00,QLD,Solar,125865.257
26/04/2025 00:00,QLD,Wind,74340.193
26/04/2025 00:00,SA,Battery,5756.154
26/04/2025 00:00,SA,Gas,58349.211
26/04/2025 00:00,SA,Liquid Fuel,775.052
26/04/2025 00:00,SA,Solar,20082.167
26/04/2025 00:00,SA,Wind,104381.951
26/04/2025 00:00,TAS,Gas,2512.695
26/04/2025 00:00,TAS,Hydro,126737.873
26/04/2025 00:00,TAS,Wind,17215.405
26/04/2025 00:00,VIC,Battery,6723.105
26/04/2025 00:00,VIC,Brown coal,648642.794
26/04/2025 00:00,VIC,Gas,5968.377
26/04/2025 00:00,VIC,Hydro,52390.172
26/04/2025 00:00,VIC,Solar,44587.875
26/04/2025 00:00,VIC,Wind,177084.573
03/05/2025 00:00,NSW,Battery,4383.71
03/05/2025 00:00,NSW,Biomass,2139.404
03/05/2025 00:00,NSW,Black coal,804382.019
03/05/2025 00:00,NSW,Gas,28195.65
03/05/2025 00:00,NSW,Hydro,33120.307
03/05/2025 00:00,NSW,Liquid Fuel,0
03/05/2025 00:00,NSW,Solar,151482.816
03/05/2025 00:00,NSW,Wind,138731.003
03/05/2025 00:00,QLD,Battery,6561.432
03/05/2025 00:00,QLD,Biomass,0
03/05/2025 00:00,QLD,Black coal,749350.893
03/05/2025 00:00,QLD,Gas,53367.04
03/05/2025 00:00,QLD,Hydro,34149.466
03/05/2025 00:00,QLD,Liquid Fuel,189.475
03/05/2025 00:00,QLD,Solar,111684.254
03/05/2025 00:00,QLD,Wind,111820.262
03/05/2025 00:00,SA,Battery,4872.835
03/05/2025 00:00,SA,Gas,40160.948
03/05/2025 00:00,SA,Liquid Fuel,17.294
03/05/2025 00:00,SA,Solar,13783.878
03/05/2025 00:00,SA,Wind,153402.299
03/05/2025 00:00,TAS,Gas,3656.889
03/05/2025 00:00,TAS,Hydro,72360.529
03/05/2025 00:00,TAS,Wind,59264.833
03/05/2025 00:00,VIC,Battery,6364.395
03/05/2025 00:00,VIC,Brown coal,538589.745
03/05/2025 00:00,VIC,Gas,4409.411
03/05/2025 00:00,VIC,Hydro,40747.998
03/05/2025 00:00,VIC,Solar,38139.997
03/05/2025 00:00,VIC,Wind,303576.898
10/05/2025 00:00,NSW,Battery,5473.268
10/05/2025 00:00,NSW,Biomass,1993.245
10/05/2025 00:00,NSW,Black coal,845572.024
10/05/2025 00:00,NSW,Gas,67498.741
10/05/2025 00:00,NSW,Hydro,84908.562
10/05/2025 00:00,NSW,Liquid Fuel,1.683
10/05/2025 00:00,NSW,Solar,123187.438
10/05/2025 00:00,NSW,Wind,79322.596
10/05/2025 00:00,QLD,Battery,6430.266
10/05/2025 00:00,QLD,Biomass,0
10/05/2025 00:00,QLD,Black coal,830945.183
10/05/2025 00:00,QLD,Gas,103479.13
10/05/2025 00:00,QLD,Hydro,37223.855
10/05/2025 00:00,QLD,Liquid Fuel,171
10/05/2025 00:00,QLD,Solar,92457.92
10/05/2025 00:00,QLD,Wind,64588.173
10/05/2025 00:00,SA,Battery,6008.828
10/05/2025 00:00,SA,Gas,106082.931
10/05/2025 00:00,SA,Liquid Fuel,241.426
10/05/2025 00:00,SA,Solar,20086.149
10/05/2025 00:00,SA,Wind,47569.11
10/05/2025 00:00,TAS,Gas,4702.15
10/05/2025 00:00,TAS,Hydro,127053.788
10/05/2025 00:00,TAS,Wind,27041.232
10/05/2025 00:00,VIC,Battery,9520.107
10/05/2025 00:00,VIC,Brown coal,713474.367
10/05/2025 00:00,VIC,Gas,27184.262
10/05/2025 00:00,VIC,Hydro,82875.739
10/05/2025 00:00,VIC,Solar,37270.05
10/05/2025 00:00,VIC,Wind,101237.444
17/05/2025 00:00,NSW,Battery,5248.548
17/05/2025 00:00,NSW,Biomass,2174.652
17/05/2025 00:00,NSW,Black coal,910639.073
17/05/2025 00:00,NSW,Gas,39223.382
17/05/2025 00:00,NSW,Hydro,71549.472
17/05/2025 00:00,NSW,Liquid Fuel,13.25
17/05/2025 00:00,NSW,Solar,96119.346
17/05/2025 00:00,NSW,Wind,208190.897
17/05/2025 00:00,QLD,Battery,6702.077
17/05/2025 00:00,QLD,Biomass,147.058
17/05/2025 00:00,QLD,Black coal,782547.665
17/05/2025 00:00,QLD,Gas,72883.328
17/05/2025 00:00,QLD,Hydro,36328.29
17/05/2025 00:00,QLD,Liquid Fuel,0
17/05/2025 00:00,QLD,Solar,120020.88
17/05/2025 00:00,QLD,Wind,49395.122
17/05/2025 00:00,SA,Battery,5891.787
17/05/2025 00:00,SA,Gas,92359.91
17/05/2025 00:00,SA,Liquid Fuel,1339.269
17/05/2025 00:00,SA,Solar,20024.722
17/05/2025 00:00,SA,Wind,116227.545
17/05/2025 00:00,TAS,Gas,3325.173
17/05/2025 00:00,TAS,Hydro,149769.267
17/05/2025 00:00,TAS,Wind,19462.923
17/05/2025 00:00,VIC,Battery,8233.685
17/05/2025 00:00,VIC,Brown coal,685445.786
17/05/2025 00:00,VIC,Gas,51340.386
17/05/2025 00:00,VIC,Hydro,91496.4
17/05/2025 00:00,VIC,Solar,29324.225
