C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2024/06/13,04:05:01,0000000422855083,,0000000422855077
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2024/06/12 04:05:00",1,NSW1,0,47.55115,0,47.55115,0,0,6677.19,1,6515.12,508,-670.07,0,,,68,,,,,,,,163,,,,,,,,105,,,,,,,,104,,,,,,,,93,,,,,,,,89,,,,,,-12.27093,12492.05683,611,7230.38721,7223.31,,64,,,,54,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,4.22,4.22,0,0.38,0.38,0,1.75,1.75,0,0.39,0.39,0,3.75,3.75,0
D,DREGION,,2,"2024/06/12 04:05:00",1,QLD1,0,48.75,0,48.75,0,0,5646.56,12,5568.05,14,-92.51,0,,,44,,,,,,,,71,,,,,,,,64,,,,,,,,61,,,,,,,,169,,,,,,,,140,,,,,,-15.41873,9635.88074,124,5668.91943,5661.01,,0,,,,24,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,4.22,4.22,0,0.38,0.38,0,1.75,1.75,0,0.39,0.39,0,3.75,3.75,0
D,DREGION,,2,"2024/06/12 04:05:00",1,SA1,0,-22.4456,0,-22.4456,0,0,1297.53,0,1552.86,72,183.32,0,,,49,,,,,,,,75,,,,,,,,55,,,,,,,,103,,,,,,,,90,,,,,,,,96,,,,,,0,3233.85734,112,1379.76013,1381.22,,0,,,,45,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,4.22,4.22,0,0.38,0.38,0,1.75,1.75,0,0.39,0.39,0,3.75,3.75,0
D,DREGION,,2,"2024/06/12 04:05:00",1,TAS1,0,-26.53248,0,-26.53248,0,0,1136.94,1,769.28,0,-367.66,0,,,24.72,,,,,,,,60.61,,,,,,,,41.23,,,,,,,,81.39,,,,,,,,156,,,,,,,,125.63,,,,,,2.43722,2494.37751,0,1133.5022,1136.94,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,5.75,5.75,0,0.38,0.38,0,1.75,1.75,0,0.38,0.38,0,2.49,2.49,0
D,DREGION,,2,"2024/06/12 04:05:00",1,VIC1,0,-24.99,0,-24.99,0,0,4158.22,6,5437.75,206,1073.53,0,,,82.27,,,,,,,,43,,,,,,,,54,,,,,,,,172,,,,,,,,168.01,,,,,,,,132,,,,,,15.97372,10494.78471,400,4505.53467,4440.57,,96,,,,47,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,4.22,4.22,0,0.38,0.38,0,1.75,1.75,0,0.39,0.39,0,3.75,3.75,0
D,DREGION,,2,"2024/06/12 04:10:00",1,NSW1,0,54.00025,0,54.00025,0,0,6760.25,11,6546.48,508,-721.77,0,,,70,,,,,,,,165,,,,,,,,107,,,,,,,,131,,,,,,,,110,,,,,,,,106,,,,,,-15.13918,12501.32899,611,7316.65869,7306.64,,79,,,,44,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,4.22,4.22,0,0.38,0.38,0,1.75,1.75,0,0.39,0.39,0,3.76,3.76,0
D,DREGION,,2,"2024/06/12 04:10:00",1,QLD1,0,55.10275,0,55.10275,0,0,5703.35,14,5666.05,5,-42.3,0,,,44,,,,,,,,71,,,,,,,,64,,,,,,,,61,,,,,,,,163.38,,,,,,,,140,,,,,,-15.53425,9647.61772,124,5719.69434,5708.43,,4,,,,12,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,4.22,4.22,0,0.38,0.38,0,1.75,1.75,0,0.39,0.39,0,3.76,3.76,0
D,DREGION,,2,"2024/06/12 04:10:00",1,SA1,0,-26.94928,0,-26.94928,0,0,1307.17,1,1557.45,74,176.28,0,,,33,,,,,,,,66,,,,,,,,47,,,,,,,,97,,,,,,,,92,,,,,,,,91,,,,,,-0.35243,3238.44763,125,1371.22705,1392.63,,0,,,,45,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,4.22,4.22,0,0.38,0.38,0,1.75,1.75,0,0.39,0.39,0,3.76,3.76,0
D,DREGION,,2,"2024/06/12 04:10:00",1,TAS1,0,-31.5451,0,-31.5451,0,0,1087.34,1,771.9,0,-315.44,0,,,60.13,,,,,,,,67.21,,,,,,,,57.96,,,,,,,,66.76,,,,,,,,156,,,,,,,,114.99,,,,,,-0.91409,2496.90489,0,1087.25769,1087.34,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,6.75,6.75,0,0.38,0.38,0,1.75,1.75,0,0.39,0.39,0,2.50003,2.50003,0
D,DREGION,,2,"2024/06/12 04:10:00",1,VIC1,0,-30,0,-30,0,0,4145.46,7,5340.59,168,1027.13,0,,,58.45,,,,,,,,41,,,,,,,,41,,,,,,,,172,,,,,,,,161,,,,,,,,137,,,,,,0.88799,10444.06987,400,4407.9873,4387.42,,77,,,,69,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,4.22,4.22,0,0.38,0.38,0,1.75,1.75,0,0.39,0.39,0,3.76,3.76,0
