C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2024/06/05,04:05:03,0000000421960051,,0000000421960045
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2024/06/04 04:05:00",1,NSW1,0,76.72,0,76.72,0,0,7048.11,0,7630.57,44,538.46,0,,,79,,,,,,,,155.94,,,,,,,,88,,,,,,,,103,,,,,,,,108,,,,,,,,87,,,,,,-35.45386,12118.89342,84,7131.54688,7094.51,,39,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.39,0.39,0,6.07,6.07,0,0.39,0.39,0,0.95,0.95,0,3.99,3.99,0,3.99,3.99,0
D,DREGION,,2,"2024/06/04 04:05:00",1,QLD1,0,79.53042,0,79.53042,0,0,5635.89,10,5463.18,0,-172.71,0,,,0,,,,,,,,27,,,,,,,,28,,,,,,,,57,,,,,,,,136,,,,,,,,136,,,,,,4.17171,8845.17069,49,5622.92773,5637.22,,0,,,,24,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.39,0.39,0,6.07,6.07,0,0.39,0.39,0,0.95,0.95,0,3.99,3.99,0,3.99,3.99,0
D,DREGION,,2,"2024/06/04 04:05:00",1,SA1,0,229.64774,0,229.64774,0,0,1368.44,-1,1337.53,45,-75.91,0,,,80,,,,,,,,126,,,,,,,,87.66,,,,,,,,124.23,,,,,,,,118,,,,,,,,103,,,,,,6.16459,3372.52814,129,1414.29163,1413.87,,10,,,,45,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.39,0.39,0,6.07,6.07,0,0.39,0.39,0,0.95,0.95,0,3.99,3.99,0,3.99,3.99,0
D,DREGION,,2,"2024/06/04 04:05:00",1,TAS1,0,240.30595,0,240.30595,0,0,1137.21,1,811.97,0,-325.24,0,,,43,,,,,,,,43,,,,,,,,67.52,,,,,,,,15.95,,,,,,,,106.85,,,,,,,,149.19,,,,,,4.88423,2123.6,0,1131.3269,1137.21,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.39,0.39,0,22.17975,22.17975,0,0.39,0.39,0,0.95,0.95,0,3.99,3.99,0,3.99,3.99,0
D,DREGION,,2,"2024/06/04 04:05:00",1,VIC1,0,227.96,0,227.96,0,0,4623.55,5,4842.12,171.52,47.05,0,,,52,,,,,,,,56,,,,,,,,42,,,,,,,,132,,,,,,,,117,,,,,,,,110.66,,,,,,-4.01843,8372.12218,408,4806.95898,4802.55,,121.27,,,,51,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.39,0.39,0,6.07,6.07,0,0.39,0.39,0,0.95,0.95,0,3.99,3.99,0,3.99,3.99,0
D,DREGION,,2,"2024/06/04 04:10:00",1,NSW1,0,105.74,0,105.74,0,0,7138.71,5,7729.65,44,546.94,0,,,88.47,,,,,,,,156,,,,,,,,134,,,,,,,,136,,,,,,,,111,,,,,,,,110,,,,,,-13.96325,12095.83936,86,7193.93604,7184.83,,37.19,,,,71,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,9.88,9.88,0,0.38,0.38,0,0.39,0.39,0,0.96,0.96,0,3.7,3.7,0
D,DREGION,,2,"2024/06/04 04:10:00",1,QLD1,0,109.78864,0,109.78864,0,0,5701.9,13,5551.24,0,-150.65,0,,,0,,,,,,,,27,,,,,,,,0,,,,,,,,57,,,,,,,,136,,,,,,,,136,,,,,,4.75581,8839.9658,49,5686.20605,5703.02,,0,,,,39,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,9.88,9.88,0,0.38,0.38,0,0.39,0.39,0,0.96,0.96,0,3.7,3.7,0
D,DREGION,,2,"2024/06/04 04:10:00",1,SA1,0,150.53648,0,150.53648,0,0,1341.17,-2,1301.89,28,-67.29,0,,,93,,,,,,,,116,,,,,,,,70,,,,,,,,110,,,,,,,,118,,,,,,,,103,,,,,,1.0332,3387.88664,148,1386.97644,1369.13,,15.81,,,,49,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,9.88,9.88,0,0.38,0.38,0,0.39,0.39,0,0.96,0.96,0,3.7,3.7,0
D,DREGION,,2,"2024/06/04 04:10:00",1,TAS1,0,158.08635,0,158.08635,0,0,1137.88,2,751,0,-386.88,0,,,0,,,,,,,,43,,,,,,,,35.8,,,,,,,,6,,,,,,,,106,,,,,,,,149.03,,,,,,3.12619,2127,0,1132.74988,1137.88,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,6.37,6.37,0,0.38,0.38,0,0.39,0.39,0,0.96,0.96,0,3.21,3.21,0
D,DREGION,,2,"2024/06/04 04:10:00",1,VIC1,0,148.46868,0,148.46868,0,0,4587.29,4,4760.65,102,71.36,0,,,83,,,,,,,,65.9,,,,,,,,73,,,,,,,,123.33,,,,,,,,114.75,,,,,,,,87.73,,,,,,-4.46264,8361.59394,409,4755.15088,4699.57,,107,,,,11,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,9.88,9.88,0,0.38,0.38,0,0.39,0.39,0,0.96,0.96,0,3.7,3.7,0
D,DREGION,,2,"2024/06/04 04:15:00",1,NSW1,0,85.97,0,85.97,0,0,7158.78,12,7792.44,44,589.65,0,,,19.98,,,,,,,,161.45,,,,,,,,107,,,,,,,,136,,,,,,,,111,,,,,,,,110,,,,,,4.82608,12085.64836,86,7187.81836,7206.64,,63,,,,25,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,1,1,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.61,3.61,0
D,DREGION,,2,"2024/06/04 04:15:00",1,QLD1,0,90.42484,0,90.42484,0,0,5722.25,15,5476.12,0,-246.13,0,,,27,,,,,,,,19,,,,,,,,27,,,,,,,,57,,,,,,,,136,,,,,,,,136,,,,,,6.60501,8838.06844,49,5701.65479,5725.03,,0,,,,0,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,1,1,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.61,3.61,0
D,DREGION,,2,"2024/06/04 04:15:00",1,SA1,0,175.98,0,175.98,0,0,1338.06,-3,1351.87,20,-6.19,0,,,145,,,,,,,,121,,,,,,,,100.4,,,,,,,,110,,,,,,,,118,,,,,,,,131.51,,,,,,-6.29731,3390.70475,138,1370.47791,1358.04,,35,,,,40,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,1,1,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.61,3.61,0
D,DREGION,,2,"2024/06/04 04:15:00",1,TAS1,0,188.86147,0,188.86147,0,0,1136.61,2,754.8,0,-381.81,0,,,0,,,,,,,,43,,,,,,,,43,,,,,,,,10.73,,,,,,,,122.19,,,,,,,,148.68,,,,,,2.23628,2132,0,1132.37402,1136.61,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,6.37,6.37,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.21,3.21,0
D,DREGION,,2,"2024/06/04 04:15:00",1,VIC1,0,177.37151,0,177.37151,0,0,4622.06,6,4829.05,147,60,0,,,70,,,,,,,,61,,,,,,,,33,,,,,,,,137,,,,,,,,117,,,,,,,,78,,,,,,-3.78688,8354.05199,409,4731.24658,4777.95,,62,,,,105,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,1,1,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.61,3.61,0
D,DREGION,,2,"2024/06/04 04:20:00",1,NSW1,0,80.31294,0,80.31294,0,0,7164.11,16,7781.73,44,573.62,0,,,87.76,,,,,,,,174.93,,,,,,,,84,,,,,,,,136,,,,,,,,111,,,,,,,,110,,,,,,17.00525,12066.49166,86,7180.41455,7212.83,,74,,,,59,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,5,5,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.99,3.99,0
D,DREGION,,2,"2024/06/04 04:20:00",1,QLD1,0,85.09387,0,85.09387,0,0,5774.25,19,5492.77,0,-281.48,0,,,27,,,,,,,,27,,,,,,,,27,,,,,,,,57,,,,,,,,136,,,,,,,,136,,,,,,-9.19298,8838.42507,49,5768.22412,5777.9,,17,,,,24,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,5,5,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.99,3.99,0
D,DREGION,,2,"2024/06/04 04:20:00",1,SA1,0,226.16583,0,226.16583,0,0,1331.57,-2,1399.73,84,-15.84,0,,,105,,,,,,,,128,,,,,,,,115.23,,,,,,,,108,,,,,,,,116,,,,,,,,131.87,,,,,,-0.64027,3394.72682,147,1346.84705,1415.74,,37,,,,78,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,5,5,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.99,3.99,0
D,DREGION,,2,"2024/06/04 04:20:00",1,TAS1,0,240.30595,0,240.30595,0,0,1139.56,2,809.39,0,-330.17,0,,,0,,,,,,,,43,,,,,,,,62.23,,,,,,,,13.04,,,,,,,,124.21,,,,,,,,148.33,,,,,,2.1685,2135.9,0,1135.38721,1139.56,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,21.38976,21.38976,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.21,3.21,0
D,DREGION,,2,"2024/06/04 04:20:00",1,VIC1,0,227.96,0,227.96,0,0,4651.87,9,4873.64,153.81,67.96,0,,,44,,,,,,,,34,,,,,,,,23,,,,,,,,137,,,,,,,,117,,,,,,,,78,,,,,,-9.99429,8340.89287,409,4776.13672,4811.22,,32,,,,9,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,5,5,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,3.99,3.99,0
D,DREGION,,2,"2024/06/04 04:25:00",1,NSW1,0,80.95357,0,80.95357,0,0,7127.48,17,7787.41,44,615.93,0,,,14,,,,,,,,156.5,,,,,,,,110,,,,,,,,136,,,,,,,,111,,,,,,,,110,,,,,,11.60894,12032.72487,86,7148.20117,7177.32,,63,,,,59,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,4.22,4.22,0,0.39,0.39,0,0.45,0.45,0,0.39,0.39,0,1,1,0
