C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2/6/2024,4:05:01,0000000421635450,,0000000421635444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,,,,,,,,,,
D,DREGION,,3,1/6/2024 7:25,1,SA1,0,247.12564,0,247.12564,0,0,1476.25,12,1137.38,0,-338.87,0,,,70,,,,,,,,96,,,,,,,,89,,,,,,,,154,,,,,,,,167.98,,,,,,,,160.98,,,,,,0.73347,2341.38034,375,1469.63916,1481.4,,32,,,,8,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.95,0.95,0,0.71,0.71,0,7.84,7.84,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,284,281,209,99,312.5,317,302,438,,
D,DREGION,,3,1/6/2024 7:25,1,TAS1,0,225.29,0,225.29,0,0,1271.35,8,1162.28,0,-109.07,0,,,0,,,,,,,,58.35,,,,,,,,58.35,,,,,,,,9.07,,,,,,,,6,,,,,,,,9,,,,,,12.92688,1992.59559,0,1250.42554,1271.35,,50,,,,50,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.95,0.95,0,0.38,0.38,0,7.36,7.36,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,4.26,4.26,0,158.332597,196.320248,110.448088,133.55579,112.845865,578.571429,759.71511,295.15218,,
D,DREGION,,3,1/6/2024 7:25,1,VIC1,0,224.15795,0,224.15795,0,0,5268.87,46,5822.53,0,553.66,0,,,94,,,,,,,,112,,,,,,,,63,,,,,,,,153,,,,,,,,220,,,,,,,,227,,,,,,18.3586,8645.1029,437,5220.4668,5281.07,,46,,,,49,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.95,0.95,0,0.71,0.71,0,7.84,7.84,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,709,716.644303,711.71814,103.281251,523,603,601,570.53125,,
D,DREGION,,3,1/6/2024 7:30,1,NSW1,0,205.66,0,205.66,0,0,7736.98,41,7178.99,0,-557.99,0,,,32,,,,,,,,114.03,,,,,,,,80.58,,,,,,,,101,,,,,,,,111,,,,,,,,127,,,,,,1.56129,11436.12129,189,7709.35645,7749.43,,91,,,,66,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,4,4,0,0.14,0.14,0,0.15,0.15,0,0.08,0.08,0,0.08,0.08,0,177.11366,197.11366,437.11366,109.306111,389,501,413,501.548372,,
D,DREGION,,3,1/6/2024 7:30,1,QLD1,0,188.31951,0,188.31951,0,0,6023.67,2,6623.83,0,600.16,0,,,39,,,,,,,,58,,,,,,,,53,,,,,,,,68.2,,,,,,,,162,,,,,,,,139,,,,,,29.1299,9450.64497,124,6001.52002,6031.47,,8,,,,44,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,4,4,0,0.14,0.14,0,0.15,0.15,0,0.08,0.08,0,0.08,0.08,0,269,399,170,230,237,366,206,261,,
D,DREGION,,3,1/6/2024 7:30,1,SA1,0,216.22266,0,216.22266,0,0,1494.04,13,1246.65,0,-247.39,0,,,69,,,,,,,,95,,,,,,,,89,,,,,,,,139,,,,,,,,156.34,,,,,,,,149,,,,,,5.31012,2440.65124,375,1487.33008,1496.58,,42,,,,0,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,4,4,0,0.14,0.14,0,0.15,0.15,0,0.08,0.08,0,0.08,0.08,0,281,278,205,98,323.5,349,323,448,,
D,DREGION,,3,1/6/2024 7:30,1,TAS1,0,204.96412,0,204.96412,0,0,1294.06,8,1122.01,0,-172.05,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,72.05,,,,,,,,6,,,,,,,,122.04,,,,,,15.9134,2002.30643,0,1270.14417,1294.06,,50,,,,50,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.38,0.38,0,7.36,7.36,0,0.14,0.14,0,0.15,0.15,0,0.08,0.08,0,4.26,4.26,0,167.038967,218.406867,141.228252,72.845823,123.063127,562.375229,728.237201,290.3038,,
D,DREGION,,3,1/6/2024 7:30,1,VIC1,0,201.10029,0,201.10029,0,0,5311.24,47,5742.07,25,405.83,0,,,118.93,,,,,,,,133,,,,,,,,80,,,,,,,,134,,,,,,,,225,,,,,,,,123.3,,,,,,22.32124,8631.38167,437,5259.84766,5342.03,,24,,,,60,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,4,4,0,0.14,0.14,0,0.15,0.15,0,0.08,0.08,0,0.08,0.08,0,692,701,694,227.90625,574,674,667,573.343749,,
D,DREGION,,3,1/6/2024 7:35,1,NSW1,0,142.64,0,142.64,0,0,7762.35,40,7225.96,0,-536.4,0,,,77,,,,,,,,129.93,,,,,,,,92.29,,,,,,,,122,,,,,,,,132,,,,,,,,161,,,,,,13.66516,11499.03682,189,7719.85303,7774.23,,69,,,,92.97,,,,,,,,,,,,,,,,,,,4.35,4.35,0,0.86,0.86,0,0.39,0.39,0,3.3,3.3,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,2,2,0,219.72632,239.72632,485.72632,153.165092,414,526,458,497.441358,,
D,DREGION,,3,1/6/2024 7:35,1,QLD1,0,130.69521,0,130.69521,0,0,6060.68,0,6657.04,0,596.36,0,,,40,,,,,,,,40,,,,,,,,40,,,,,,,,86,,,,,,,,167,,,,,,,,176,,,,,,27.97043,9480.69433,124,6039.69141,6068.23,,12,,,,16,,,,,,,,,,,,,,,,,,,4.35,4.35,0,0.86,0.86,0,0.39,0.39,0,3.3,3.3,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,2,2,0,289,430,170,232.899369,234,358,188,281,,
D,DREGION,,3,1/6/2024 7:35,1,SA1,0,181.89383,0,181.89383,0,0,1512.53,13,1237.95,0,-274.58,0,,,67,,,,,,,,93,,,,,,,,87,,,,,,,,84.25,,,,,,,,139.87,,,,,,,,161,,,,,,9.88677,2439.94617,374,1501.07861,1515.76,,25,,,,0,,,,,,,,,,,,,,,,,,,4.35,4.35,0,0.86,0.86,0,0.39,0.39,0,3.3,3.3,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,2,2,0,277,275,201,112,321.5,347,321,439,,
D,DREGION,,3,1/6/2024 7:35,1,TAS1,0,171.13163,0,171.13163,0,0,1280.54,8,1122.14,0,-158.4,0,,,0,,,,,,,,7.03,,,,,,,,7.03,,,,,,,,58.4,,,,,,,,6,,,,,,,,9,,,,,,5.38326,2014.2275,0,1267.15479,1280.54,,50,,,,50,,,,,,,,,,,,,,,,,,,4.35,4.35,0,0.86,0.86,0,0.38,0.38,0,5.36,5.36,0,0.38,0.38,0,0.38,0.38,0,0.08,0.08,0,5.26,5.26,0,171.145313,226.853709,153.217582,150.788073,123.063127,558.571429,724.401165,278.31327,,
D,DREGION,,3,1/6/2024 7:35,1,VIC1,0,168.34511,0,168.34511,0,0,5354.86,47,5787.27,30,402.41,0,,,78.75,,,,,,,,128,,,,,,,,75,,,,,,,,163,,,,,,,,214,,,,,,,,151.87,,,,,,10.02079,8616.57558,437,5328.73486,5391.6,,54,,,,61.03,,,,,,,,,,,,,,,,,,,4.35,4.35,0,0.86,0.86,0,0.39,0.39,0,3.3,3.3,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,2,2,0,705.97131,714.97131,709.97131,240,569,669,662,569,,
D,DREGION,,3,1/6/2024 7:40,1,NSW1,0,152.48144,0,152.48144,0,0,7870.68,39,7313.14,0,-557.53,0,,,91,,,,,,,,125.22,,,,,,,,88,,,,,,,,107,,,,,,,,142,,,,,,,,137.23,,,,,,25.27981,11489.94365,189,7819.54883,7884.27,,103,,,,78,,,,,,,,,,,,,,,,,,,1.85,1.85,0,1.36,1.36,0,0.39,0.39,0,3.25,3.25,0,0.05,0.05,0,0.15,0.15,0,0,0,0,1,1,0,215.79956,235.79956,481.79956,172.160219,293,325,377,450.519587,,
D,DREGION,,3,1/6/2024 7:40,1,QLD1,0,138.89,0,138.89,0,0,6040.02,2,6674.76,0,634.74,0,,,40,,,,,,,,58,,,,,,,,53,,,,,,,,71,,,,,,,,152,,,,,,,,152,,,,,,30.48346,9438.59607,124,6015.81104,6048.7,,8,,,,16,,,,,,,,,,,,,,,,,,,1.85,1.85,0,1.36,1.36,0,0.39,0.39,0,3.25,3.25,0,0.05,0.05,0,0.15,0.15,0,0,0,0,1,1,0,289,430,170,216,247,376,206,281,,
D,DREGION,,3,1/6/2024 7:40,1,SA1,0,177.77,0,177.77,0,0,1518.96,12,1250.04,0,-268.92,0,,,57,,,,,,,,95,,,,,,,,85.18,,,,,,,,141.53,,,,,,,,171,,,,,,,,174,,,,,,8.58337,2443.84626,373,1501.67651,1522.04,,15,,,,2,,,,,,,,,,,,,,,,,,,1.85,1.85,0,1.36,1.36,0,0.39,0.39,0,3.25,3.25,0,0.05,0.05,0,0.15,0.15,0,0,0,0,1,1,0,278,276,201,77,325,354,322,445,,
D,DREGION,,3,1/6/2024 7:40,1,TAS1,0,167.87168,0,167.87168,0,0,1286.88,8,1119.72,0,-167.16,0,,,0,,,,,,,,0.17,,,,,,,,0.17,,,,,,,,67.16,,,,,,,,39.23,,,,,,,,9,,,,,,8.30799,1999.33104,0,1270.57324,1286.88,,50,,,,50,,,,,,,,,,,,,,,,,,,1.85,1.85,0,1.36,1.36,0,0.38,0.38,0,5.36,5.36,0,0.38,0.38,0,0.38,0.38,0,0,0,0,4.26,4.26,0,167.147117,218.644914,141.542852,124.528443,123.063127,562.059429,727.918725,289.988,,
D,DREGION,,3,1/6/2024 7:40,1,VIC1,0,165.197,0,165.197,0,0,5386.54,45,5777.23,0,390.69,0,,,74,,,,,,,,118,,,,,,,,74,,,,,,,,125,,,,,,,,152,,,,,,,,184,,,,,,3.41264,8602.72102,436,5376.07617,5393,,34,,,,74,,,,,,,,,,,,,,,,,,,1.85,1.85,0,1.36,1.36,0,0.39,0.39,0,3.25,3.25,0,0.05,0.05,0,0.15,0.15,0,0,0,0,1,1,0,683,692,687,177,569,649,647,551.593745,,
D,DREGION,,3,1/6/2024 7:45,1,NSW1,0,141.74,0,141.74,0,0,7948.64,39,7358.87,0,-589.77,0,,,86,,,,,,,,112.2,,,,,,,,93.75,,,,,,,,128,,,,,,,,138,,,,,,,,127,,,,,,20.77519,11520.84433,189,7905.48242,7964.86,,103,,,,58,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,3.09,3.09,0,0.1,0.1,0,0.1,0.1,0,0,0,0,1,1,0,214.79406,234.79406,480.79406,139.878432,368,480,402,503.215605,,
D,DREGION,,3,1/6/2024 7:45,1,QLD1,0,128.29408,0,128.29408,0,0,5991.04,-1,6674.67,0,683.62,0,,,40,,,,,,,,58,,,,,,,,53,,,,,,,,65,,,,,,,,131.49,,,,,,,,145,,,,,,23.09815,9439.49742,124,5978.90283,6001.39,,8,,,,16,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,3.09,3.09,0,0.1,0.1,0,0.1,0.1,0,0,0,0,1,1,0,288,430,170,222,247,376,206,281,,
D,DREGION,,3,1/6/2024 7:45,1,SA1,0,180.39726,0,180.39726,0,0,1520.25,12,1296.68,0,-223.57,0,,,54,,,,,,,,96,,,,,,,,89,,,,,,,,70.24,,,,,,,,170,,,,,,,,160,,,,,,4.2193,2452.68072,373,1507.38843,1522.31,,15,,,,30,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,3.09,3.09,0,0.1,0.1,0,0.1,0.1,0,0,0,0,1,1,0,277,275,232,70,325,355,357,462,,
D,DREGION,,3,1/6/2024 7:45,1,TAS1,0,174.28568,0,174.28568,0,0,1293.19,8,1104.05,0,-189.13,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,89.13,,,,,,,,6,,,,,,,,9,,,,,,8.70637,1974.35424,0,1276.48059,1293.19,,50,,,,50,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.38,0.38,0,5.36,5.36,0,0.1,0.1,0,0.1,0.1,0,0,0,0,4.26,4.26,0,163.889583,211.956789,132.030852,102.648601,122.015508,571.571429,737.511335,299.5,,
D,DREGION,,3,1/6/2024 7:45,1,VIC1,0,170.05259,0,170.05259,0,0,5429.42,44,5781.59,0,352.17,0,,,85,,,,,,,,128,,,,,,,,64,,,,,,,,163,,,,,,,,214,,,,,,,,218.49,,,,,,1.28099,8632.99405,434,5394.06934,5434.12,,34,,,,66,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,3.09,3.09,0,0.1,0.1,0,0.1,0.1,0,0,0,0,1,1,0,698,703.850655,695.93508,106.505462,597,699,692,612.6875,,
D,DREGION,,3,1/6/2024 7:50,1,NSW1,0,110.68377,0,110.68377,0,0,7891.87,36,7402.14,0,-489.73,0,,,57,,,,,,,,91.19,,,,,,,,66.14,,,,,,,,102,,,,,,,,112,,,,,,,,101,,,,,,19.00406,11596.17096,189,7850.16846,7904.89,,74,,,,80,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,3.38,3.38,0,0.03,0.03,0,0.1,0.1,0,0.05,0.05,0,1.5,1.5,0,224.75073,244.75073,490.75073,168.06061,355,427,419,482.480001,,
D,DREGION,,3,1/6/2024 7:50,1,QLD1,0,100.86,0,100.86,0,0,6036.6,-6,6668.34,0,631.74,0,,,40,,,,,,,,58,,,,,,,,53,,,,,,,,71,,,,,,,,142.35,,,,,,,,144.35,,,,,,17.59059,9478.42527,124,6033.42676,6045.09,,8,,,,22,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,3.38,3.38,0,0.03,0.03,0,0.1,0.1,0,0.05,0.05,0,1.5,1.5,0,288,429,170,198,247,374.39999,206,245.058823,,
D,DREGION,,3,1/6/2024 7:50,1,SA1,0,213.82378,0,213.82378,0,0,1529.6,12,1324.61,0,-204.99,0,,,66.5,,,,,,,,94,,,,,,,,82,,,,,,,,88.54,,,,,,,,168,,,,,,,,142,,,,,,6.59264,2468.60829,373,1514.21912,1531.48,,24,,,,0,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,3.38,3.38,0,0.03,0.03,0,0.1,0.1,0,0.05,0.05,0,1.5,1.5,0,274,273,245,77,323,353,371,455,,
D,DREGION,,3,1/6/2024 7:50,1,TAS1,0,208.01411,0,208.01411,0,0,1286.84,8,1094.72,0,-192.12,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,92.12,,,,,,,,6,,,,,,,,9,,,,,,3.81908,1964.8187,0,1275.01892,1286.84,,50,,,,50,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.38,0.38,0,5.36,5.36,0,0.03,0.03,0,0.1,0.1,0,0.05,0.05,0,4.26,4.26,0,163.889583,211.594123,132.058052,98.215793,122.015508,571.571429,737.511335,299.5,,
D,DREGION,,3,1/6/2024 7:50,1,VIC1,0,202.95992,0,202.95992,0,0,5462.66,42,5745.27,0,282.61,0,,,98,,,,,,,,152,,,,,,,,98,,,,,,,,159,,,,,,,,228,,,,,,,,260,,,,,,0.30006,8663.31359,434,5427.12256,5466.78,,54,,,,68,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.86,0.86,0,0.39,0.39,0,3.38,3.38,0,0.03,0.03,0,0.1,0.1,0,0.05,0.05,0,1.5,1.5,0,721,725.010125,715.027,84.0405,597,699,692,608.25,,
D,DREGION,,3,1/6/2024 7:55,1,NSW1,0,143.48862,0,143.48862,0,0,7899.96,28,7459.29,0,-440.67,0,,,60,,,,,,,,118.62,,,,,,,,63.17,,,,,,,,75,,,,,,,,85,,,,,,,,82,,,,,,25.48027,11623.49439,189,7858.32715,7910.88,,83,,,,16,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.79,0.79,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,0.1,0.1,0,0.01,0.01,0,1.2,1.2,0,193.95569,213.95569,459.95569,158.465856,308,380,362,482.852812,,
D,DREGION,,3,1/6/2024 7:55,1,QLD1,0,131.71292,0,131.71292,0,0,6094.8,-5,6691.61,0,596.81,0,,,40,,,,,,,,58,,,,,,,,53,,,,,,,,43,,,,,,,,124,,,,,,,,152,,,,,,22.87026,9493.86901,124,6083.2915,6102.01,,8,,,,16,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.79,0.79,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,0.1,0.1,0,0.01,0.01,0,1.2,1.2,0,289,430,170,191.300003,237,366,206,261,,
D,DREGION,,3,1/6/2024 7:55,1,SA1,0,177.77,0,177.77,0,0,1532.95,11,1391.18,0,-141.78,0,,,63.61,,,,,,,,96,,,,,,,,84,,,,,,,,62,,,,,,,,110,,,,,,,,156,,,,,,4.4731,2514.86879,373,1519.50891,1533.57,,15,,,,65,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.79,0.79,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,0.1,0.1,0,0.01,0.01,0,1.2,1.2,0,274,273,233,77,290,325,332,398.97,,
D,DREGION,,3,1/6/2024 7:55,1,TAS1,0,175.64588,0,175.64588,0,0,1296.83,8,1094.27,0,-202.56,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,91.7,,,,,,,,152.55,,,,,,,,95.71,,,,,,3.17627,1966.37024,0,1285.65027,1296.83,,50,,,,50,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.38,0.38,0,0.38,0.38,0,7.36,7.36,0,0.03,0.03,0,0.1,0.1,0,0.01,0.01,0,4.26,4.26,0,163.889583,211.359456,132.075652,67.120001,122.015508,571.571429,737.511335,299.230769,,
D,DREGION,,3,1/6/2024 7:55,1,VIC1,0,171.32612,0,171.32612,0,0,5494.36,38,5703.15,0,208.79,0,,,98,,,,,,,,122,,,,,,,,98,,,,,,,,149,,,,,,,,184.16,,,,,,,,170,,,,,,1.5465,8687.72991,433,5459.44189,5496.19,,54,,,,165,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.79,0.79,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,0.1,0.1,0,0.01,0.01,0,1.2,1.2,0,639,643,634,181,597,639,647,550.625,,
D,DREGION,,3,1/6/2024 8:00,1,NSW1,0,109.87675,0,109.87675,0,0,7937.39,22,7521.85,0,-415.54,0,,,66,,,,,,,,109.08,,,,,,,,70,,,,,,,,80,,,,,,,,56,,,,,,,,87,,,,,,32.30598,11757.32264,189,7898.02783,7949.31,,59,,,,65,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.39,0.39,0,0.39,0.39,0,3.25,3.25,0,0.01,0.01,0,0.1,0.1,0,0.01,0.01,0,3.61,3.61,0,197.72632,217.72632,463.72632,184.351564,295,327,379,464.600856,,
D,DREGION,,3,1/6/2024 8:00,1,QLD1,0,100.86,0,100.86,0,0,6065.86,-6,6679.22,0,613.36,0,,,40,,,,,,,,58,,,,,,,,53,,,,,,,,58,,,,,,,,138,,,,,,,,160,,,,,,16.90482,9511.53925,124,6061.96973,6073.59,,16,,,,16,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.39,0.39,0,0.39,0.39,0,3.25,3.25,0,0.01,0.01,0,0.1,0.1,0,0.01,0.01,0,3.61,3.61,0,263,395,165,190,237,362.5,206,248,,
D,DREGION,,3,1/6/2024 8:00,1,SA1,0,175.98,0,175.98,0,0,1551.5,10,1380.03,0,-171.47,0,,,58.58,,,,,,,,96,,,,,,,,76.43,,,,,,,,133.26,,,,,,,,152,,,,,,,,172,,,,,,-1.0362,2572.91415,372,1544.6731,1552.71,,25,,,,0,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.39,0.39,0,0.39,0.39,0,3.25,3.25,0,0.01,0.01,0,0.1,0.1,0,0.01,0.01,0,3.61,3.61,0,277,276,245,105,325,355,373,442.11153,,
D,DREGION,,3,1/6/2024 8:00,1,TAS1,0,173.85127,0,173.85127,0,0,1307.67,8,1094.33,0,-213.34,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,113.34,,,,,,,,156.65,,,,,,,,83.09,,,,,,1.97302,1966.53013,0,1297.70142,1307.67,,50,,,,50,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.39,0.39,0,0.38,0.38,0,7.36,7.36,0,0.01,0.01,0,0.1,0.1,0,0.01,0.01,0,4.26,4.26,0,163.889583,211.572789,132.059652,63.047796,122.015508,572.571429,737.508446,299.230769,,
D,DREGION,,3,1/6/2024 8:00,1,VIC1,0,168.75443,0,168.75443,0,0,5517.25,33,5728.59,0,211.34,0,,,98,,,,,,,,132,,,,,,,,98,,,,,,,,126,,,,,,,,150.45,,,,,,,,151,,,,,,4.25756,8714.42697,431,5486.10596,5520.75,,60,,,,89,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.39,0.39,0,0.39,0.39,0,3.25,3.25,0,0.01,0.01,0,0.1,0.1,0,0.01,0.01,0,3.61,3.61,0,712,716,706,195,597,659,662,562.25,,
D,DREGION,,3,1/6/2024 8:05,1,NSW1,0,151.22953,0,151.22953,0,0,8045.56,18,7546.39,0,-499.17,0,,,76.65,,,,,,,,107,,,,,,,,105,,,,,,,,118,,,,,,,,128.7,,,,,,,,125.7,,,,,,34.88141,11848.97398,189,8008.53906,8057.16,,49,,,,54,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,3.61,3.61,0,196.70191,216.70191,456.70191,87.541556,345,427,339,382.995304,,
D,DREGION,,3,1/6/2024 8:05,1,QLD1,0,138.99,0,138.99,0,0,6082.25,-8,6697.68,0,615.42,0,,,40,,,,,,,,40,,,,,,,,40,,,,,,,,61,,,,,,,,143,,,,,,,,165,,,,,,21.72027,9210.23007,124,6075.65332,6089.8,,16,,,,16,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,3.61,3.61,0,300,441,181,204.400009,224,348,188,261,,
D,DREGION,,3,1/6/2024 8:05,1,SA1,0,157.89559,0,157.89559,0,0,1557.02,9,1407.96,0,-149.06,0,,,84,,,,,,,,94,,,,,,,,87,,,,,,,,61,,,,,,,,164,,,,,,,,168,,,,,,-9.10709,2611.22742,372,1560.30518,1557.71,,25,,,,47,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,3.61,3.61,0,272,270,220,53,277,290,298,419,,
D,DREGION,,3,1/6/2024 8:05,1,TAS1,0,160.12,0,160.12,0,0,1302.93,7,974.96,0,-327.97,0,,,0,,,,,,,,96.12,,,,,,,,12.98,,,,,,,,107.55,,,,,,,,10.32,,,,,,,,45.34,,,,,,2.48064,1968.16204,0,1293.4519,1302.93,,50,,,,50,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.38,0.38,0,5.36,5.36,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,4.3,4.3,0,155.876961,240.537263,251.653499,155.47757,128.396781,526.581482,615.065491,155.222922,,
D,DREGION,,3,1/6/2024 8:05,1,VIC1,0,151.41937,0,151.41937,0,0,5550.51,28,5938.38,0,387.87,0,,,59,,,,,,,,54.02,,,,,,,,51.02,,,,,,,,125,,,,,,,,201.02,,,,,,,,143,,,,,,18.70589,8745.70973,431,5508.89844,5557.78,,70,,,,86,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,3.61,3.61,0,636,640,629,130,589.022227,631.022227,639.022227,620.125,,
