C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2/6/2024,4:05:01,0000000421635450,,0000000421635444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,,,,,,,,,,
D,DREGION,,2,1/6/2024 10:55,1,SA1,0,103.18456,0,103.18456,0,0,884.83,-15,943.99,0,59.16,0,,,75.59,,,,,,,,146,,,,,,,,123.05,,,,,,,,71,,,,,,,,88,,,,,,,,92,,,,,,-3.55703,2420.98661,376,903.31866,884.7,,55,,,,25,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,12.91998,12.91998,0,0.39,0.39,0,0.59,0.59,0,0.39,0.39,0,0.39,0.39,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 10:55,1,TAS1,0,150.11105,0,150.11105,0,0,1218.04,-5,780.04,0,-438,0,,,0,,,,,,,,1,,,,,,,,2,,,,,,,,20.55,,,,,,,,121.12,,,,,,,,154.7,,,,,,2.65787,1917.21275,0,1220.3783,1218.04,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,6.36,6.36,0,0.39,0.39,0,0.59,0.59,0,0,0,0,4.26,4.26,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 10:55,1,VIC1,0,104.99,0,104.99,0,0,4637.91,-39,5285.15,0,647.24,0,,,74,,,,,,,,145.56,,,,,,,,68,,,,,,,,162,,,,,,,,115,,,,,,,,79.42,,,,,,-1.93689,8707.56978,437,4698.1875,4663.28,,54,,,,2,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,12.91998,12.91998,0,0.39,0.39,0,0.59,0.59,0,0.39,0.39,0,0.39,0.39,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:00,1,NSW1,0,118.76263,0,118.76263,0,0,8664.48,-15,8361.97,124,-426.51,0,,,78,,,,,,,,76,,,,,,,,74,,,,,,,,146.9,,,,,,,,127.4,,,,,,,,133,,,,,,-24.07441,12939.65536,323,8838.74902,8801.06,,73,,,,75.95,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.3,0.3,0,0.3,0.3,0,12.47,12.47,0,0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:00,1,QLD1,0,120.26359,0,120.26359,0,0,6160.33,24,6522.78,240,122.45,0,,,0,,,,,,,,28,,,,,,,,28,,,,,,,,60,,,,,,,,140,,,,,,,,143,,,,,,-10.56662,9497.79056,364,6391.96729,6399.26,,23,,,,63,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.3,0.3,0,0.3,0.3,0,12.47,12.47,0,0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:00,1,SA1,0,102.65725,0,102.65725,0,0,865.41,-15,936.94,0,71.53,0,,,78.33,,,,,,,,145,,,,,,,,112.92,,,,,,,,69,,,,,,,,87,,,,,,,,93,,,,,,-5.3485,2403.94144,376,885.7948,865.35,,51,,,,21.05,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.3,0.3,0,0.3,0.3,0,12.47,12.47,0,0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:00,1,TAS1,0,150.11,0,150.11,0,0,1214.89,-6,776.89,0,-438,0,,,0,,,,,,,,1,,,,,,,,2,,,,,,,,21.27,,,,,,,,121.27,,,,,,,,135.67,,,,,,1.96018,1913.02589,0,1218.93408,1214.89,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,6.36,6.36,0,0.39,0.39,0,0.39,0.39,0,0,0,0,4.26,4.26,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:00,1,VIC1,0,104.99,0,104.99,0,0,4625.77,-36,5338.13,0,712.36,0,,,106,,,,,,,,135.83,,,,,,,,67,,,,,,,,146,,,,,,,,101,,,,,,,,72,,,,,,13.69809,8699.61476,437,4675.26758,4656.15,,58.62,,,,10,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.3,0.3,0,0.3,0.3,0,12.47,12.47,0,0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:05,1,NSW1,0,105.00003,0,105.00003,0,0,8601.18,-14,8292.01,124,-433.17,0,,,20,,,,,,,,140,,,,,,,,115.45,,,,,,,,116,,,,,,,,96,,,,,,,,108,,,,,,-32.1012,13013.38926,323,8791.92676,8738.98,,61,,,,72,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.26,0.26,0,11.5,11.5,0,0.14,0.14,0,0.39,0.39,0,0,0,0,0,0,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:05,1,QLD1,0,106.25816,0,106.25816,0,0,6138.74,17,6488.86,240,110.12,0,,,40,,,,,,,,67,,,,,,,,40,,,,,,,,61,,,,,,,,140,,,,,,,,143,,,,,,-14.86891,9300.68665,364,6384.73486,6377.75,,23,,,,69,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.26,0.26,0,11.5,11.5,0,0.14,0.14,0,0.39,0.39,0,0,0,0,0,0,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:05,1,SA1,0,89.63792,0,89.63792,0,0,860,-14,943.59,0,83.59,0,,,25.11,,,,,,,,72,,,,,,,,69,,,,,,,,67,,,,,,,,86,,,,,,,,91,,,,,,-8.425,2504.59187,376,890.13684,860.04,,78,,,,13,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.26,0.26,0,11.5,11.5,0,0.14,0.14,0,0.39,0.39,0,0,0,0,0,0,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:05,1,TAS1,0,150.11,0,150.11,0,0,1208.89,-5,770.89,0,-438,0,,,0,,,,,,,,1,,,,,,,,0,,,,,,,,19.04,,,,,,,,119.04,,,,,,,,134.26,,,,,,1.21551,1913.86657,0,1212.66968,1208.89,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,6.36,6.36,0,0.14,0.14,0,0.39,0.39,0,0,0,0,3.26,3.26,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:05,1,VIC1,0,92.15102,0,92.15102,0,0,4589.55,-34,5311.69,0,722.14,0,,,69,,,,,,,,105.66,,,,,,,,59,,,,,,,,171.05,,,,,,,,126.22,,,,,,,,91,,,,,,0,8705.68858,437,4662.12354,4621.39,,152,,,,16,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.26,0.26,0,11.5,11.5,0,0.14,0.14,0,0.39,0.39,0,0,0,0,0,0,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:10,1,NSW1,0,105.74,0,105.74,0,0,8546.95,-19,8263.4,124,-407.56,0,,,63,,,,,,,,155,,,,,,,,143,,,,,,,,135,,,,,,,,110,,,,,,,,108,,,,,,-34.86835,13008.12089,323,8743.1084,8679.62,,35,,,,81,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,11,11,0,0.39,0.39,0,0.39,0.39,0,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:10,1,QLD1,0,106.29772,0,106.29772,0,0,6151.15,12,6558.5,240,167.36,0,,,40,,,,,,,,40,,,,,,,,49.86,,,,,,,,65,,,,,,,,143,,,,,,,,143,,,,,,-23.2119,9334.97863,364,6408.26465,6389.99,,23,,,,69,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,11,11,0,0.39,0.39,0,0.39,0.39,0,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:10,1,SA1,0,91.64367,0,91.64367,0,0,859.09,-13,958.21,0,99.12,0,,,76,,,,,,,,114.66,,,,,,,,73,,,,,,,,70,,,,,,,,89,,,,,,,,95.89,,,,,,-4.07198,2523.21358,376,880.672,859.26,,54,,,,13,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,11,11,0,0.39,0.39,0,0.39,0.39,0,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:10,1,TAS1,0,150.11105,0,150.11105,0,0,1204.57,-5,766.57,0,-438,0,,,0,,,,,,,,1,,,,,,,,3.39,,,,,,,,19.04,,,,,,,,121.07,,,,,,,,143.19,,,,,,2.30497,1917.2304,0,1207.26831,1204.57,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,6.36,6.36,0,0.39,0.39,0,0.39,0.39,0,0,0,0,3.26,3.26,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:10,1,VIC1,0,94.25545,0,94.25545,0,0,4605.35,-29,5219.52,1,613.18,0,,,18.25,,,,,,,,74,,,,,,,,14,,,,,,,,150,,,,,,,,109,,,,,,,,82,,,,,,33.3924,8724.52345,435,4640.13379,4632.76,,158,,,,7,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.3,0.3,0,11,11,0,0.39,0.39,0,0.39,0.39,0,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:15,1,NSW1,0,105.74,0,105.74,0,0,8549.65,-22,8221.7,124,-451.95,0,,,44,,,,,,,,137,,,,,,,,90,,,,,,,,136,,,,,,,,110,,,,,,,,108,,,,,,-26.61071,12993.39778,323,8733.89551,8686.45,,94,,,,59,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.3,0.3,0,7.73,7.73,0,0.39,0.39,0,4.77,4.77,0,0.71,0.71,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:15,1,QLD1,0,106.24891,0,106.24891,0,0,6127.9,9,6514.89,240,146.98,0,,,40,,,,,,,,48,,,,,,,,40,,,,,,,,65,,,,,,,,143,,,,,,,,143,,,,,,-23.9967,9304.74806,364,6387.60596,6366.81,,23,,,,63,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.3,0.3,0,7.73,7.73,0,0.39,0.39,0,4.77,4.77,0,0.71,0.71,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:15,1,SA1,0,89.88315,0,89.88315,0,0,833.78,-12,961.8,0,128.02,0,,,103,,,,,,,,111,,,,,,,,102,,,,,,,,69,,,,,,,,89,,,,,,,,102.28,,,,,,0.45712,2533.79969,376,846.29132,834.25,,36,,,,8,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.3,0.3,0,7.73,7.73,0,0.39,0.39,0,4.77,4.77,0,0.71,0.71,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:15,1,TAS1,0,150.3,0,150.3,0,0,1207.67,-5,769.67,0,-438,0,,,0,,,,,,,,4.38,,,,,,,,4.38,,,,,,,,19.93,,,,,,,,121,,,,,,,,138.46,,,,,,3.09643,1914.61598,0,1209.57813,1207.67,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,6.55,6.55,0,0.38,0.38,0,4.53,4.53,0,0,0,0,3.26,3.26,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:15,1,VIC1,0,93.35839,0,93.35839,0,0,4568.85,-26,5227.74,0,658.9,0,,,36,,,,,,,,79.51,,,,,,,,47,,,,,,,,150.68,,,,,,,,110.74,,,,,,,,82,,,,,,12.31396,8740.74334,437,4613.96631,4600.62,,86.39,,,,40,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.3,0.3,0,7.73,7.73,0,0.39,0.39,0,4.77,4.77,0,0.71,0.71,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:20,1,NSW1,0,101.1585,0,101.1585,0,0,8545.81,-20,8128.33,124,-541.48,0,,,47,,,,,,,,141,,,,,,,,114.14,,,,,,,,142.02,,,,,,,,120,,,,,,,,118,,,,,,-26.36344,13021.41781,323,8736.77637,8685.2,,63,,,,88,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,4.29,4.29,0,0.14,0.14,0,0.39,0.39,0,0,0,0,0,0,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:20,1,QLD1,0,100.86,0,100.86,0,0,6038.76,-4,6476.26,240,197.49,0,,,40,,,,,,,,40,,,,,,,,40,,,,,,,,65,,,,,,,,140,,,,,,,,144.08,,,,,,-16.98792,9318.80091,364,6303.8125,6277.74,,23,,,,52,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,4.29,4.29,0,0.14,0.14,0,0.39,0.39,0,0,0,0,0,0,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:20,1,SA1,0,86.22314,0,86.22314,0,0,848.86,-10,942.78,5,88.92,0,,,47,,,,,,,,114,,,,,,,,71,,,,,,,,67,,,,,,,,88,,,,,,,,91,,,,,,2.1857,2512.7762,376,857.97424,853.93,,11.92,,,,0,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,4.29,4.29,0,0.14,0.14,0,0.39,0.39,0,0,0,0,0,0,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:20,1,TAS1,0,150.3,0,150.3,0,0,1198.84,-5,760.84,0,-438,0,,,0,,,,,,,,1,,,,,,,,0,,,,,,,,19.53,,,,,,,,119.52,,,,,,,,138.13,,,,,,3.43241,1910.82642,0,1200.4115,1198.84,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,7.36,7.36,0,0.14,0.14,0,0.39,0.39,0,0,0,0,3.26,3.26,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:20,1,VIC1,0,88.62483,0,88.62483,0,0,4490.87,-24,5232.24,0,741.38,0,,,59,,,,,,,,86.95,,,,,,,,59,,,,,,,,146,,,,,,,,105.68,,,,,,,,82,,,,,,0,8745.24476,440,4549.59863,4524.73,,174,,,,30,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,4.29,4.29,0,0.14,0.14,0,0.39,0.39,0,0,0,0,0,0,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:25,1,NSW1,0,105.74,0,105.74,0,0,8526.35,-19,8156.03,124,-494.32,0,,,29.14,,,,,,,,102,,,,,,,,90,,,,,,,,123.6,,,,,,,,103.14,,,,,,,,107,,,,,,-25.65562,13055.74505,323,8713.23438,8671.16,,119,,,,112.71,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,7.82,7.82,0,0.38,0.38,0,0.39,0.39,0,0.1,0.1,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:25,1,QLD1,0,107.63247,0,107.63247,0,0,6166.07,-4,6485.35,240,79.28,0,,,40,,,,,,,,47,,,,,,,,40,,,,,,,,61,,,,,,,,140,,,,,,,,143,,,,,,-9.60868,9310.40423,364,6423.19043,6405.28,,23,,,,39,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,7.82,7.82,0,0.38,0.38,0,0.39,0.39,0,0.1,0.1,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:25,1,SA1,0,57.18651,0,57.18651,0,0,835.8,-9,964.18,0,128.38,0,,,78,,,,,,,,121.68,,,,,,,,75,,,,,,,,67,,,,,,,,87,,,,,,,,90,,,,,,1.08,2538.18054,376,848.99011,836.39,,23,,,,8,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,7.82,7.82,0,0.38,0.38,0,0.39,0.39,0,0.1,0.1,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:25,1,TAS1,0,150.3,0,150.3,0,0,1205.7,-4,767.7,0,-438,0,,,0,,,,,,,,1,,,,,,,,0.97,,,,,,,,20.22,,,,,,,,120.21,,,,,,,,138.21,,,,,,4.83282,1908.04938,0,1204.86841,1205.7,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,6.55,6.55,0,0.38,0.38,0,0.39,0.39,0,0,0,0,3.26,3.26,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:25,1,VIC1,0,59.7,0,59.7,0,0,4447.02,-24,5234.46,1.29,786.15,0,,,109,,,,,,,,108,,,,,,,,78,,,,,,,,170,,,,,,,,125,,,,,,,,97.15,,,,,,12.39804,8748.45603,440,4498.26953,4489.19,,40.62,,,,10.29,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,7.82,7.82,0,0.38,0.38,0,0.39,0.39,0,0.1,0.1,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:30,1,NSW1,0,100.2634,0,100.2634,0,0,8526.14,-18,8118.56,149.9,-557.49,0,,,28.12,,,,,,,,134,,,,,,,,118.1,,,,,,,,145.2,,,,,,,,122.83,,,,,,,,133,,,,,,-4.94769,13101.53693,323,8723.45801,8696.28,,63,,,,100,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.3,0.3,0,0.3,0.3,0,7.84,7.84,0,0.34,0.34,0,0.39,0.39,0,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:30,1,QLD1,0,100.76004,0,100.76004,0,0,6143.02,-2,6528.65,240,145.63,0,,,0,,,,,,,,40,,,,,,,,40,,,,,,,,61,,,,,,,,140,,,,,,,,143,,,,,,-19.32914,9451.57782,364,6412.6377,6381.92,,22.88,,,,39,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.3,0.3,0,0.3,0.3,0,7.84,7.84,0,0.34,0.34,0,0.39,0.39,0,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:30,1,SA1,0,70.98586,0,70.98586,0,0,818.24,-8,954.9,15,121.66,0,,,62,,,,,,,,84.6,,,,,,,,75,,,,,,,,66,,,,,,,,88,,,,,,,,91,,,,,,3.15879,2530.89519,376,831.00085,835.89,,74,,,,8,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.3,0.3,0,0.3,0.3,0,7.84,7.84,0,0.34,0.34,0,0.39,0.39,0,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:30,1,TAS1,0,150.3,0,150.3,0,0,1202.49,-4,764.49,0,-438,0,,,0,,,,,,,,1,,,,,,,,0,,,,,,,,19.58,,,,,,,,119.58,,,,,,,,130.41,,,,,,4.47518,1901.98021,0,1202.01489,1202.49,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,6.55,6.55,0,0.34,0.34,0,0.39,0.39,0,0,0,0,3.26,3.26,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:30,1,VIC1,0,75.6738,0,75.6738,0,0,4413.97,-23,5236.91,28,794.94,0,,,60,,,,,,,,122.41,,,,,,,,51,,,,,,,,146,,,,,,,,101,,,,,,,,74,,,,,,0,8760.90553,437,4492.67871,4486.91,,154,,,,23,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.3,0.3,0,0.3,0.3,0,7.84,7.84,0,0.34,0.34,0,0.39,0.39,0,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:35,1,NSW1,0,100.41256,0,100.41256,0,0,8535.07,-21,8116.45,160.95,-579.57,0,,,70,,,,,,,,135.32,,,,,,,,94,,,,,,,,153.41,,,,,,,,131,,,,,,,,143,,,,,,13.69768,13069.59581,323,8709.5166,8717.19,,23.05,,,,84.97,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.3,0.3,0,7.73,7.73,0,0.39,0.39,0,3,3,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:35,1,QLD1,0,100.86,0,100.86,0,0,6116.66,3,6508.74,240,152.08,0,,,40,,,,,,,,59,,,,,,,,40,,,,,,,,61,,,,,,,,140,,,,,,,,143,,,,,,-27.95873,9433.76493,364,6384.68506,6355.58,,23,,,,58.03,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.3,0.3,0,7.73,7.73,0,0.39,0.39,0,3,3,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:35,1,SA1,0,44.55367,0,44.55367,0,0,837.4,-8,948.34,0,110.94,0,,,120,,,,,,,,124,,,,,,,,122.46,,,,,,,,63,,,,,,,,85,,,,,,,,89,,,,,,6.07067,2532.34146,376,853.29126,838.12,,10,,,,0,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.3,0.3,0,7.73,7.73,0,0.39,0.39,0,3,3,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:35,1,TAS1,0,100.29259,0,100.29259,0,0,1201.44,-3,763.44,0,-438,0,,,0,,,,,,,,1,,,,,,,,3.45,,,,,,,,20.76,,,,,,,,120.75,,,,,,,,128.66,,,,,,5.5214,1901.22508,0,1198.91724,1201.44,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,6.54259,6.54259,0,0.39,0.39,0,3,3,0,0,0,0,3.26,3.26,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:35,1,VIC1,0,46.51108,0,46.51108,0,0,4401.78,-21,5240.26,21,817.49,0,,,27.83,,,,,,,,62,,,,,,,,24,,,,,,,,146,,,,,,,,100.91,,,,,,,,74,,,,,,13.47733,8788.26491,437,4474.93164,4464.9,,149.57,,,,27,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.3,0.3,0,7.73,7.73,0,0.39,0.39,0,3,3,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:40,1,NSW1,0,250.00035,0,250.00035,0,0,8627.64,-14,8228.95,154,-552.69,0,,,44,,,,,,,,110.71,,,,,,,,68,,,,,,,,136.86,,,,,,,,120,,,,,,,,118,,,,,,24.24,13040.42083,323,8793.92383,8803.62,,5,,,,94.01,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,7.84,7.84,0,0.39,0.39,0,7.75,7.75,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:40,1,QLD1,0,253.0938,0,253.0938,0,0,6183.33,1,6542.56,240,119.23,0,,,40,,,,,,,,68,,,,,,,,40,,,,,,,,65,,,,,,,,141,,,,,,,,143,,,,,,0,9366.12757,364,6426.28369,6422.29,,23,,,,27,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,7.84,7.84,0,0.39,0.39,0,7.75,7.75,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:40,1,SA1,0,34.61958,0,34.61958,0,0,845.05,-5,955.21,7,103.16,0,,,114.57,,,,,,,,126,,,,,,,,130.41,,,,,,,,65,,,,,,,,91,,,,,,,,96.71,,,,,,3.29685,2542.20705,376,847.64136,852.51,,27,,,,0,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.3,0.3,0,7.84,7.84,0,0.39,0.39,0,7.75,7.75,0,0.39,0.39,0,0.71,0.71,0,,,,,,,,,,
D,DREGION,,2,1/6/2024 11:40,1,TAS1,0,100.11105,0,100.11105,0,0,1198.52,-3,760.52,0,-438,0,,,0,,,,,,,,2,,,,,,,,1,,,,,,,,21.67,,,,,,,,121.66,,,,,,,,134.96,,,,,,3.886,1906.37042,0,1197.63306,1198.52,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,6.36105,6.36105,0,0.39,0.39,0,7.75,7.75,0,0,0,0,3.26,3.26,0,,,,,,,,,,
