C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2024/06/09,04:05:01,0000000422401004,,0000000422400998
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2024/06/08 04:05:00",1,NSW1,0,85,0,85,0,0,6824.29,-6,6796.59,10,-37.7,0,,,49,,,,,,,,47,,,,,,,,45,,,,,,,,73,,,,,,,,121.59,,,,,,,,138.59,,,,,,-5.67786,11807.48857,107,6861.20703,6840.06,,82,,,,30,,,,,,,,,,,,,,,,,,,16.68,16.68,0,4.89,4.89,0,0.39,0.39,0,9.77978,9.77978,0,0.2,0.2,0,0.39,0.39,0,0.38,0.38,0,1.2,1.2,0
D,DREGION,,2,"2024/06/08 04:05:00",1,QLD1,0,79.59654,0,79.59654,0,0,5458.91,8,5830.64,0,371.74,0,,,44,,,,,,,,82,,,,,,,,72,,,,,,,,68,,,,,,,,164,,,,,,,,203.07,,,,,,0,9757.64237,124,5454.69727,5463,,0,,,,44,,,,,,,,,,,,,,,,,,,16.68,16.68,0,4.89,4.89,0,0.39,0.39,0,9.77978,9.77978,0,0.2,0.2,0,0.39,0.39,0,0.38,0.38,0,1.2,1.2,0
D,DREGION,,2,"2024/06/08 04:05:00",1,SA1,0,211.01083,0,211.01083,0,0,1312.42,-3,679.88,103,-735.55,0,,,64,,,,,,,,68.49,,,,,,,,61.74,,,,,,,,152,,,,,,,,145.44,,,,,,,,149.37,,,,,,-6.58918,2577.38235,376,1378.28613,1442.91,,24,,,,45,,,,,,,,,,,,,,,,,,,16.68,16.68,0,4.89,4.89,0,0.39,0.39,0,9.77978,9.77978,0,0.2,0.2,0,0.39,0.39,0,0.38,0.38,0,1.2,1.2,0
D,DREGION,,2,"2024/06/08 04:05:00",1,TAS1,0,108.79086,0,108.79086,0,0,1159.75,1,1056.62,0,-103.13,0,,,13.44,,,,,,,,130,,,,,,,,64.38,,,,,,,,3.13,,,,,,,,53.13,,,,,,,,53.13,,,,,,0.11871,2311.51805,0,1158.62927,1159.75,,50,,,,50,,,,,,,,,,,,,,,,,,,7.32,7.32,0,1.36,1.36,0,0.38,0.38,0,7.1,7.1,0,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,2.91,2.91,0
D,DREGION,,2,"2024/06/08 04:05:00",1,VIC1,0,121.1,0,121.1,0,0,4247.66,-4,4865.58,20,597.93,0,,,97,,,,,,,,87.27,,,,,,,,82.12,,,,,,,,223.7,,,,,,,,193,,,,,,,,133,,,,,,-4.89087,8281.63575,396,4306.66992,4323.6,,54,,,,51,,,,,,,,,,,,,,,,,,,16.68,16.68,0,4.89,4.89,0,0.39,0.39,0,9.77978,9.77978,0,0.2,0.2,0,0.39,0.39,0,0.38,0.38,0,1.2,1.2,0
D,DREGION,,2,"2024/06/08 04:10:00",1,NSW1,0,106.7,0,106.7,0,0,6934.36,1,6923.19,9.73,-20.9,0,,,40.27,,,,,,,,38.27,,,,,,,,36.27,,,,,,,,130,,,,,,,,145.59,,,,,,,,163.59,,,,,,0,11793.72098,107,6937.70996,6947.03,,82,,,,19.76,,,,,,,,,,,,,,,,,,,4.89,4.89,0,1.84,1.84,0,0.39,0.39,0,16,16,0,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,1.8,1.8,0
D,DREGION,,2,"2024/06/08 04:10:00",1,QLD1,0,101.50253,0,101.50253,0,0,5597.16,11,5905.25,5,303.1,0,,,44,,,,,,,,66,,,,,,,,72,,,,,,,,69,,,,,,,,151,,,,,,,,191,,,,,,6.8672,9752.25474,124,5582.39063,5604.51,,0,,,,68,,,,,,,,,,,,,,,,,,,4.89,4.89,0,1.84,1.84,0,0.39,0.39,0,16,16,0,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,1.8,1.8,0
D,DREGION,,2,"2024/06/08 04:10:00",1,SA1,0,175.05,0,175.05,0,0,1322.25,-3,671.63,67.17,-717.78,0,,,62,,,,,,,,109,,,,,,,,78.29,,,,,,,,132.75,,,,,,,,108,,,,,,,,139,,,,,,0,2548.63229,376,1437.92944,1415.19,,49,,,,53.24,,,,,,,,,,,,,,,,,,,4.89,4.89,0,1.84,1.84,0,0.39,0.39,0,16,16,0,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,1.8,1.8,0
D,DREGION,,2,"2024/06/08 04:10:00",1,TAS1,0,143.588,0,143.588,0,0,1175.71,1,1056.55,0,-119.15,0,,,42.73,,,,,,,,130,,,,,,,,68.18,,,,,,,,19.15,,,,,,,,69.15,,,,,,,,3,,,,,,7.33371,2310.45379,0,1167.37219,1175.71,,50,,,,50,,,,,,,,,,,,,,,,,,,4.89,4.89,0,1.36,1.36,0,0.38,0.38,0,7.1,7.1,0,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,2.92,2.92,0
D,DREGION,,2,"2024/06/08 04:10:00",1,VIC1,0,142.41518,0,142.41518,0,0,4321.21,-5,4978.76,19,638.55,0,,,78,,,,,,,,69.8,,,,,,,,67,,,,,,,,173,,,,,,,,206.23,,,,,,,,183.38,,,,,,0,8269.76188,398,4372.37109,4392.95,,29,,,,29,,,,,,,,,,,,,,,,,,,4.89,4.89,0,1.84,1.84,0,0.39,0.39,0,16,16,0,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,1.8,1.8,0
