C,SETP.WORLD,DVD_DUDETAILSUMMARY,AEMO,PUBLIC,2024/09/08,20:35:17,001725791717962,MONTHLY_ARCHIVE,001725791717962
I,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,DUID,START_DATE,END_DATE,DISPATCHTYPE,CONNECTIONPOINTID,REGIONID,STATIONID,PARTICIPANTID,LASTCHANGED,TRANSMISSIONLOSSFACTOR,STARTTYPE,DISTRIBUTIONLOSSFACTOR,MINIMUM_ENERGY_PRICE,MAXIMUM_ENERGY_PRICE,SCHEDULE_TYPE,MIN_RAMP_RATE_UP,MIN_RAMP_RATE_DOWN,MAX_RAMP_RATE_UP,MAX_RAMP_RATE_DOWN,IS_AGGREGATED,DISPATCHSUBTYPE,ADG_ID,LOAD_MINIMUM_ENERGY_PRICE,LOAD_MAXIMUM_ENERGY_PRICE,LOAD_MIN_RAMP_RATE_UP,LOAD_MIN_RAMP_RATE_DOWN,LOAD_MAX_RAMP_RATE_UP,LOAD_MAX_RAMP_RATE_DOWN,SECONDARY_TLF
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1,"2024/09/06 00:00:00","2999/12/31 00:00:00",BIDIRECTIONAL,SMVE14,SA1,ADP,SAWCML,"2024/09/04 12:12:54",1.0025,SLOW,1.011,-1013.53,17736.74,SCHEDULED,3,3,4,4,1,,,-1013.53,17736.74,3,3,4,4,1.0025
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1G,"2021/04/20 00:00:00","2021/06/29 00:00:00",GENERATOR,SMVE4D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0038,FAST,1.01,-1013.84,15207.57,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1G,"2021/06/29 00:00:00","2021/07/01 00:00:00",GENERATOR,SMVE4D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0038,FAST,1.01,-1013.84,15207.57,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1G,"2021/07/01 00:00:00","2021/11/09 00:00:00",GENERATOR,SMVE4D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0055,FAST,1.01,-1015.56,15334.89,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1G,"2021/11/09 00:00:00","2022/07/01 00:00:00",GENERATOR,SMVE4D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0055,FAST,1.011,-1016.57,15350.07,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1G,"2022/07/01 00:00:00","2023/07/01 00:00:00",GENERATOR,SMVE4D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0036,FAST,1.011,-1014.64,15726.92,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1G,"2023/07/01 00:00:00","2023/08/09 00:00:00",GENERATOR,SMVE4D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0039,FAST,1.011,-1014.95,16848.06,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1G,"2023/08/09 00:00:00","2024/07/01 00:00:00",GENERATOR,SMVE4D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0039,FAST,1.011,-1014.95,16848.06,SCHEDULED,2,2,2,2,1,,ADP_ADG1,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1G,"2024/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,SMVE4D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0025,FAST,1.011,-1013.53,17736.74,SCHEDULED,2,2,2,2,1,,ADP_ADG1,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1L,"2021/04/20 00:00:00","2021/06/29 00:00:00",LOAD,SMVE5D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0038,FAST,1.01,-1013.84,15207.57,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1L,"2021/06/29 00:00:00","2021/07/01 00:00:00",LOAD,SMVE5D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0038,FAST,1.01,-1013.84,15207.57,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1L,"2021/07/01 00:00:00","2021/11/09 00:00:00",LOAD,SMVE5D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0055,FAST,1.01,-1015.56,15334.89,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1L,"2021/11/09 00:00:00","2022/07/01 00:00:00",LOAD,SMVE5D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0055,FAST,1.011,-1016.57,15350.07,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1L,"2022/07/01 00:00:00","2023/07/01 00:00:00",LOAD,SMVE5D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0036,FAST,1.011,-1014.64,15726.92,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1L,"2023/07/01 00:00:00","2023/08/09 00:00:00",LOAD,SMVE5D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0039,FAST,1.011,-1014.95,16848.06,SCHEDULED,,,2,2,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1L,"2023/08/09 00:00:00","2024/07/01 00:00:00",LOAD,SMVE5D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0039,FAST,1.011,-1014.95,16848.06,SCHEDULED,2,2,2,2,1,,ADP_ADG1,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPBA1L,"2024/07/01 00:00:00","2999/12/31 00:00:00",LOAD,SMVE5D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0025,FAST,1.011,-1013.53,17736.74,SCHEDULED,2,2,2,2,1,,ADP_ADG1,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPMH1,"2021/11/09 00:00:00","2022/07/01 00:00:00",GENERATOR,SMVE9D,SA1,ADP,SAWCML,"2024/05/15 11:10:53",1.0055,"NOT DISPATCHED",1.011,-1016.57,15350.07,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPMH1,"2022/07/01 00:00:00","2023/07/01 00:00:00",GENERATOR,SMVE9D,SA1,ADP,SAWCML,"2024/05/15 11:10:53",1.0036,"NOT DISPATCHED",1.011,-1014.64,15726.92,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPMH1,"2023/07/01 00:00:00","2024/07/01 00:00:00",GENERATOR,SMVE9D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0039,"NOT DISPATCHED",1.011,-1014.95,16848.06,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPMH1,"2024/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,SMVE9D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0025,"NOT DISPATCHED",1.011,-1013.53,17736.74,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV1,"2021/04/20 00:00:00","2021/07/01 00:00:00",GENERATOR,SMVE6D,SA1,ADP,SAWCML,"2024/05/31 15:19:26",1.0038,SLOW,1.01,-1013.84,15207.57,SEMI-SCHEDULED,,,2,2,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV1,"2021/07/01 00:00:00","2021/11/09 00:00:00",GENERATOR,SMVE6D,SA1,ADP,SAWCML,"2024/05/22 16:10:53",1.0055,SLOW,1.01,-1015.56,15334.89,SEMI-SCHEDULED,,,2,2,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV1,"2021/11/09 00:00:00","2022/07/01 00:00:00",GENERATOR,SMVE6D,SA1,ADP,SAWCML,"2024/05/22 16:10:53",1.0055,SLOW,1.011,-1016.57,15350.07,SEMI-SCHEDULED,1,1,4,4,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV1,"2022/07/01 00:00:00","2023/07/01 00:00:00",GENERATOR,SMVE6D,SA1,ADP,SAWCML,"2024/05/22 16:10:53",1.0036,SLOW,1.011,-1014.64,15726.92,SEMI-SCHEDULED,1,1,4,4,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV1,"2023/07/01 00:00:00","2024/07/01 00:00:00",GENERATOR,SMVE6D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0039,SLOW,1.011,-1014.95,16848.06,SEMI-SCHEDULED,1,1,4,4,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV1,"2024/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,SMVE6D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0025,SLOW,1.011,-1013.53,17736.74,SEMI-SCHEDULED,1,1,4,4,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV2,"2021/11/09 00:00:00","2022/07/01 00:00:00",GENERATOR,SMVE7D,SA1,ADP,SAWCML,"2024/05/15 11:10:53",1.0055,"NOT DISPATCHED",1.011,-1016.57,15350.07,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV2,"2022/07/01 00:00:00","2023/07/01 00:00:00",GENERATOR,SMVE7D,SA1,ADP,SAWCML,"2024/05/15 11:10:53",1.0036,"NOT DISPATCHED",1.011,-1014.64,15726.92,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV2,"2023/07/01 00:00:00","2024/07/01 00:00:00",GENERATOR,SMVE7D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0039,"NOT DISPATCHED",1.011,-1014.95,16848.06,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV2,"2024/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,SMVE7D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0025,"NOT DISPATCHED",1.011,-1013.53,17736.74,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV3,"2021/11/09 00:00:00","2022/07/01 00:00:00",GENERATOR,SMVE8D,SA1,ADP,SAWCML,"2024/05/15 11:10:53",1.0055,"NOT DISPATCHED",1.011,-1016.57,15350.07,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV3,"2022/07/01 00:00:00","2023/07/01 00:00:00",GENERATOR,SMVE8D,SA1,ADP,SAWCML,"2024/05/15 11:10:53",1.0036,"NOT DISPATCHED",1.011,-1014.64,15726.92,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV3,"2023/07/01 00:00:00","2024/07/01 00:00:00",GENERATOR,SMVE8D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0039,"NOT DISPATCHED",1.011,-1014.95,16848.06,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,ADPPV3,"2024/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,SMVE8D,SA1,ADP,SAWCML,"2024/06/24 11:16:44",1.0025,"NOT DISPATCHED",1.011,-1013.53,17736.74,NON-SCHEDULED,,,0,0,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2001/12/18 00:00:00","2002/04/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOLARIS,"2024/05/15 11:10:53",0.9946,FAST,1,-994.6,4973,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOLARIS,"2024/05/15 11:10:53",0.9946,FAST,1,-994.6,9946,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOLARIS,"2024/05/15 11:10:53",0.9932,FAST,1,-993.2,9932,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2003/07/01 00:00:00","2003/10/22 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOLARIS,"2024/05/31 15:19:26",0.9972,FAST,1,-997.2,9972,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2003/10/22 00:00:00","2004/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOLARIS,"2024/05/31 15:19:26",0.9972,FAST,1,-997.2,9972,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOLARIS,"2024/05/31 15:19:26",0.98,FAST,1,-980,9800,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2005/07/01 00:00:00","2006/03/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOLARIS,"2024/05/31 15:19:26",0.9805,FAST,1,-980.5,9805,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2006/03/01 00:00:00","2006/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOUTHHYD,"2024/05/31 15:19:26",0.9805,FAST,1,-980.5,9805,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOUTHHYD,"2024/05/31 15:19:26",0.9695,FAST,1,-969.5,9695,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2007/07/01 00:00:00","2007/07/02 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,SOUTHHYD,"2024/05/31 15:19:26",0.9802,FAST,1,-980.2,9802,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2007/07/02 00:00:00","2008/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9802,FAST,1,-980.2,9802,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9702,FAST,1,-970.2,9702,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.976,FAST,1,-976,9760,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2010/07/01 00:00:00","2010/10/27 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9746,FAST,1,-974.6,12182.5,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2010/10/27 00:00:00","2011/01/18 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9746,FAST,1,-974.6,12182.5,SCHEDULED,,,,,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2011/01/18 00:00:00","2011/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9746,FAST,1,-974.6,12182.5,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2011/07/01 00:00:00","2012/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9722,FAST,1,-972.2,12152.5,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9705,FAST,1,-970.5,12519.45,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9794,FAST,1,-979.4,12830.14,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9869,FAST,1,-986.9,13323.15,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9835,FAST,1,-983.5,13572.3,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.99,FAST,1,-990,13860,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2017/07/01 00:00:00","2018/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.982,FAST,1,-982,13944.4,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2018/07/01 00:00:00","2019/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/31 15:19:26",0.9715,FAST,1,-971.5,14086.75,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2019/07/01 00:00:00","2020/01/20 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/22 16:10:53",0.9748,FAST,1,-974.8,14329.56,SCHEDULED,,,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2020/01/20 00:00:00","2020/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/22 16:10:53",0.9748,FAST,1,-974.8,14329.56,SCHEDULED,13,13,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2020/07/01 00:00:00","2021/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/22 16:10:53",0.9666,FAST,1,-966.6,14499,SCHEDULED,13,13,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2021/07/01 00:00:00","2022/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/22 16:10:53",0.963,FAST,1,-963,14541.3,SCHEDULED,13,13,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2022/07/01 00:00:00","2023/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/05/22 16:10:53",0.9599,FAST,1,-959.9,14878.45,SCHEDULED,13,13,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2023/07/01 00:00:00","2024/07/01 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/06/24 11:16:44",0.9599,FAST,1,-959.9,15934.34,SCHEDULED,13,13,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLHAL,"2024/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,SHPS1,SA1,AGLHAL,HALLETT,"2024/06/24 11:16:44",0.9565,FAST,1,-956.5,16738.75,SCHEDULED,13,13,44,44,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2002/05/01 00:00:00","2002/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOLARIS,"2024/05/15 11:10:53",1.0015,"NOT DISPATCHED",1,-1001.5,10015,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOLARIS,"2024/05/15 11:10:53",1.0027,"NOT DISPATCHED",1,-1002.7,10027,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOLARIS,"2024/05/15 11:10:53",1.0026,"NOT DISPATCHED",1,-1002.6,10026,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOLARIS,"2024/05/15 11:10:53",1.0019,"NOT DISPATCHED",1,-1001.9,10019,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2005/07/01 00:00:00","2006/03/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOLARIS,"2024/05/15 11:10:53",1.0038,"NOT DISPATCHED",1,-1003.8,10038,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2006/03/01 00:00:00","2006/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",1.0038,"NOT DISPATCHED",1,-1003.8,10038,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",1.0103,"NOT DISPATCHED",1,-1010.3,10103,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",1.0066,"NOT DISPATCHED",1,-1006.6,10066,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",1.0006,"NOT DISPATCHED",1,-1000.6,10006,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",1,"NOT DISPATCHED",1,-1000,10000,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2010/07/01 00:00:00","2011/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",1.0008,"NOT DISPATCHED",1,-1000.8,12510,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2011/07/01 00:00:00","2012/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",0.9972,"NOT DISPATCHED",1,-997.2,12465,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",0.9942,"NOT DISPATCHED",1,-994.2,12825.18,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",0.9946,"NOT DISPATCHED",1,-994.6,13029.26,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",0.9883,"NOT DISPATCHED",1,-988.3,13342.05,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,AGLNOW1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,NDT12,NSW1,AGLNOW1,SOUTHHYD,"2024/05/15 11:10:53",0.9916,"NOT DISPATCHED",1,-991.6,13684.08,NON-SCHEDULED,,,,,,,,,,,,,,
