C,SETP.WORLD,DVD_DUDETAILSUMMARY,AEMO,PUBLIC,2024/09/08,20:35:17,001725791717962,MONTHLY_ARCHIVE,001725791717962
I,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,DUID,START_DATE,END_DATE,DISPATCHTYPE,CONNECTIONPOINTID,REGIONID,STATIONID,PARTICIPANTID,LASTCHANGED,TRANSMISSIONLOSSFACTOR,STARTTYPE,DISTRIBUTIONLOSSFACTOR,MINIMUM_ENERGY_PRICE,MAXIMUM_ENERGY_PRICE,SCHEDULE_TYPE,MIN_RAMP_RATE_UP,MIN_RAMP_RATE_DOWN,MAX_RAMP_RATE_UP,MAX_RAMP_RATE_DOWN,IS_AGGREGATED,DISPATCHSUBTYPE,ADG_ID,LOAD_MINIMUM_ENERGY_PRICE,LOAD_MAXIMUM_ENERGY_PRICE,LOAD_MIN_RAMP_RATE_UP,LOAD_MIN_RAMP_RATE_DOWN,LOAD_MAX_RAMP_RATE_UP,LOAD_MAX_RAMP_RATE_DOWN,SECONDARY_TLF
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/05/22 16:10:53",0.9742,SLOW,0.9868,-961.35,13266.5,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/05/22 16:10:53",0.9914,SLOW,0.9786,-970.19,13582.58,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2017/07/01 00:00:00","2018/07/01 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/05/22 16:10:53",1.0135,SLOW,0.9758,-988.98,14043.43,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2018/07/01 00:00:00","2019/07/01 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/05/22 16:10:53",1.0054,SLOW,0.9764,-981.68,14234.26,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2019/07/01 00:00:00","2020/07/01 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/05/22 16:10:53",0.9713,SLOW,0.9788,-950.71,13975.42,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2020/07/01 00:00:00","2021/07/01 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/05/22 16:10:53",0.9392,SLOW,0.9831,-923.33,13849.92,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2021/07/01 00:00:00","2022/07/01 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/05/22 16:10:53",0.9082,SLOW,0.972,-882.78,13329.84,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2022/07/01 00:00:00","2023/07/01 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/05/22 16:10:53",0.9485,SLOW,0.9751,-924.89,14335.68,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2023/07/01 00:00:00","2024/07/01 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/06/24 11:16:44",0.9437,SLOW,0.9731,-918.32,15244.03,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUNNING1,"2024/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,NYS12A,NSW1,GUNNING,GUNNING,"2024/06/24 11:16:44",0.9317,SLOW,0.975,-908.41,15897.14,SEMI-SCHEDULED,1,1,47,47,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"1998/11/29 00:00:00","1999/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9987,"NOT DISPATCHED",1,-998.7,4993.5,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"1999/07/01 00:00:00","2000/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",1.0001,"NOT DISPATCHED",1,-1000.1,5000.5,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2000/07/01 00:00:00","2001/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9998,"NOT DISPATCHED",1,-999.8,4999,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2001/07/01 00:00:00","2001/07/15 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",1.001,"NOT DISPATCHED",1,-1001,5005,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2001/07/15 00:00:00","2002/04/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9671,"NOT DISPATCHED",1,-967.1,4835.5,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9671,"NOT DISPATCHED",1,-967.1,9671,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9599,"NOT DISPATCHED",1,-959.9,9599,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9662,"NOT DISPATCHED",1,-966.2,9662,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9682,"NOT DISPATCHED",1,-968.2,9682,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9625,"NOT DISPATCHED",1,-962.5,9625,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.96,"NOT DISPATCHED",1,-960,9600,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,NGUT,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.968,"NOT DISPATCHED",1,-968,9680,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,NGUT,NSW1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9798,"NOT DISPATCHED",1,-979.8,9798,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,NGUT,NSW1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9359,"NOT DISPATCHED",1,-935.9,9359,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2010/07/01 00:00:00","2011/07/01 00:00:00",GENERATOR,NGUT,NSW1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9716,"NOT DISPATCHED",1,-971.6,12145,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-1,"2011/07/01 00:00:00","2011/12/22 00:00:00",GENERATOR,NGUT,NSW1,GUTHEGA,SNOWY,"2011/12/21 13:47:01",0.9399,"NOT DISPATCHED",1,-939.9,11748.75,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"1998/11/29 00:00:00","1999/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9987,"NOT DISPATCHED",1,-998.7,4993.5,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"1999/07/01 00:00:00","2000/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",1.0001,"NOT DISPATCHED",1,-1000.1,5000.5,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2000/07/01 00:00:00","2001/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9998,"NOT DISPATCHED",1,-999.8,4999,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2001/07/01 00:00:00","2001/07/15 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",1.001,"NOT DISPATCHED",1,-1001,5005,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2001/07/15 00:00:00","2002/04/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9671,"NOT DISPATCHED",1,-967.1,4835.5,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9671,"NOT DISPATCHED",1,-967.1,9671,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9599,"NOT DISPATCHED",1,-959.9,9599,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9662,"NOT DISPATCHED",1,-966.2,9662,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9682,"NOT DISPATCHED",1,-968.2,9682,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9625,"NOT DISPATCHED",1,-962.5,9625,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.96,"NOT DISPATCHED",1,-960,9600,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,NGUT2,SNOWY1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.968,"NOT DISPATCHED",1,-968,9680,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,NGUT2,NSW1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9798,"NOT DISPATCHED",1,-979.8,9798,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,NGUT2,NSW1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9359,"NOT DISPATCHED",1,-935.9,9359,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2010/07/01 00:00:00","2011/07/01 00:00:00",GENERATOR,NGUT2,NSW1,GUTHEGA,SNOWY,"2024/05/15 11:10:53",0.9716,"NOT DISPATCHED",1,-971.6,12145,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTH-2,"2011/07/01 00:00:00","2011/12/22 00:00:00",GENERATOR,NGUT2,NSW1,GUTHEGA,SNOWY,"2011/12/21 13:47:01",0.9399,"NOT DISPATCHED",1,-939.9,11748.75,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2001/06/22 00:00:00","2001/07/01 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/15 11:10:53",0.9998,SLOW,1,-999.8,4999,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2001/07/01 00:00:00","2001/09/13 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9671,SLOW,1,-967.1,4835.5,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2001/09/13 00:00:00","2001/09/24 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9671,SLOW,1,-967.1,4835.5,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2001/09/24 00:00:00","2002/04/01 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9671,SLOW,1,-967.1,4835.5,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9671,SLOW,1,-967.1,9671,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2002/07/01 00:00:00","2003/07/01 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9599,SLOW,1,-959.9,9599,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2003/07/01 00:00:00","2003/10/22 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9662,SLOW,1,-966.2,9662,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2003/10/22 00:00:00","2003/12/02 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9662,SLOW,1,-966.2,9662,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2003/12/02 00:00:00","2004/07/01 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9662,SLOW,1,-966.2,9662,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9682,SLOW,1,-968.2,9682,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9625,SLOW,1,-962.5,9625,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.96,SLOW,1,-960,9600,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,NGUT8,SNOWY1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.968,SLOW,1,-968,9680,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9798,SLOW,1,-979.8,9798,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9359,SLOW,1,-935.9,9359,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2010/07/01 00:00:00","2010/10/27 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9716,SLOW,1,-971.6,12145,SCHEDULED,,,,,0,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2010/10/27 00:00:00","2010/11/10 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9716,SLOW,1,-971.6,12145,SCHEDULED,,,,,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2010/11/10 00:00:00","2011/01/18 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9716,SLOW,1,-971.6,12145,SCHEDULED,,,,,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2011/01/18 00:00:00","2011/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9716,SLOW,1,-971.6,12145,SCHEDULED,,,13,13,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2011/07/01 00:00:00","2011/12/22 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9399,SLOW,1,-939.9,11748.75,SCHEDULED,,,13,13,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2011/12/22 00:00:00","2012/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9399,SLOW,1,-939.9,11748.75,SCHEDULED,,,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2012/07/01 00:00:00","2012/08/07 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9484,SLOW,1,-948.4,12234.36,SCHEDULED,,,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2012/08/07 00:00:00","2013/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/31 15:19:26",0.9484,SLOW,1,-948.4,12234.36,SCHEDULED,,,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2013/07/01 00:00:00","2014/03/05 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.9428,SLOW,1,-942.8,12350.68,SCHEDULED,,,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2014/03/05 00:00:00","2014/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.9428,FAST,1,-942.8,12350.68,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.8987,FAST,1,-898.7,12132.45,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.8882,FAST,1,-888.2,12257.16,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.9371,FAST,1,-937.1,13119.4,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2017/07/01 00:00:00","2018/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.9658,FAST,1,-965.8,13714.36,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2018/07/01 00:00:00","2019/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.9537,FAST,1,-953.7,13828.65,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2019/07/01 00:00:00","2020/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.9016,FAST,1,-901.6,13253.52,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2020/07/01 00:00:00","2021/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.9125,FAST,1,-912.5,13687.5,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2021/07/01 00:00:00","2022/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.9006,FAST,1,-900.6,13599.06,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2022/07/01 00:00:00","2023/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/05/22 16:10:53",0.887,FAST,1,-887,13748.5,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2023/07/01 00:00:00","2024/07/01 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/06/24 11:16:44",0.893,FAST,1,-893,14823.8,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHEGA,"2024/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,NGUT8,NSW1,SNOWY3,SNOWY,"2024/06/24 11:16:44",0.892,FAST,1,-892,15610,SCHEDULED,2,2,20,20,1,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHNL1,"2003/07/22 00:00:00","2004/07/01 00:00:00",GENERATOR,NMY11,NSW1,SNOWY3,SNOWY,"2024/05/15 11:10:53",1.0611,"NOT DISPATCHED",1,-1061.1,10611,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHNL1,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,NMY11,NSW1,SNOWY3,SNOWY,"2024/05/15 11:10:53",1.0622,"NOT DISPATCHED",1,-1062.2,10622,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHNL1,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,NMY11,NSW1,SNOWY3,SNOWY,"2024/05/15 11:10:53",1.0533,"NOT DISPATCHED",1,-1053.3,10533,NON-SCHEDULED,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,7,GUTHNL1,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,NMY11,NSW1,SNOWY3,SNOWY,"2024/05/15 11:10:53",1.0769,"NOT DISPATCHED",1,-1076.9,10769,NON-SCHEDULED,,,,,,,,,,,,,,
